SYMBOL,GM07029-A1,GM07029-A2,GM07029-A3,GM10835A1,GM10835A2,GM10835A3,GM12813-A1,GM12813-A1dup,GM12813-A2,GM12813-A2dup,GM12813-A3dup,GM07019,GM12812,GM12814,GM12815,Average,Stdev
GTF2H3,14.93060929,18.10581213,16.59065016,12.5744549,11.38385764,12.07982736,14.87995689,12.40557795,16.90690728,20.68161005,19.37047827,25.09543696,25.57354201,23.7450426,19.30292843,17.57511279,4.710719023
MTMR10,4.218119327,6.285526759,6.602649998,5.064665354,3.643170158,4.510393158,6.100971111,5.598505001,6.484803396,6.218472635,6.327531085,8.98356433,10.23307522,7.956477214,6.573250518,6.320078351,1.737607575
MTMR4,3.308998486,3.815425147,3.195692371,4.167353199,4.230241793,3.922953085,5.064080715,3.854652828,3.857791317,4.295854713,4.064430613,3.154261396,3.674125829,4.307767388,3.629069673,3.90284657,0.49446295
COPA,18.23097167,13.28484077,13.6226786,12.43001951,12.59311937,12.64573491,15.03348613,14.78339948,15.00337342,17.00524425,15.95820857,13.08350796,12.01141226,12.52415347,12.6565904,14.05778272,1.873022769
FTHL3P,4.924617007,2.368950779,2.583285427,5.009607236,4.836965134,5.790079289,2.33037216,3.915626873,3.064794782,3.242475243,3.371240545,1.843744295,2.995110121,2.842655056,1.912569068,3.402139534,1.227063483
B4GALT4,5.888756148,6.072584625,8.781514229,6.394646087,5.085185883,5.533541195,5.564391618,4.523930474,5.50881589,4.294491474,4.436651648,8.020171552,8.504094227,6.898687025,7.263604266,6.184737756,1.443490042
FUT4,3.153245774,2.208743267,1.789916819,3.20504879,4.543017483,3.314809855,2.929661246,3.626304666,2.830066638,3.592225768,3.285443104,2.939951778,2.200434455,2.623509499,3.177867544,3.028016446,0.670753123
NUDT8,5.464258806,5.151207799,3.096085067,6.700590482,6.62241021,6.625193243,4.796610982,5.402420937,4.947097954,5.726167026,5.320682399,3.953952398,2.955100986,3.456035598,4.775461443,4.999551689,1.212291229
NSUN4,4.900051605,3.297472177,4.86052652,5.766524538,5.759790256,6.006765852,5.322122239,4.514543678,3.776592211,3.907624611,3.783176321,4.004091365,4.971305413,4.954715538,5.232556157,4.737190565,0.829342321
EHBP1,5.110774068,3.640433381,5.314813587,4.137693475,2.97623563,3.244232149,3.783500203,3.013936191,3.706793856,3.101947469,3.102215363,3.573075188,4.476348609,4.085636578,2.875479193,3.742874329,0.762379205
SP140,3.822281166,4.23959437,5.817718971,3.665836994,2.505122479,3.383925057,3.794385654,3.373489758,3.571614575,3.644761226,3.413297252,3.534374152,5.598598143,3.651453567,2.738703036,3.783677093,0.886019549
PRDX3,5.935192118,10.7231797,8.510920978,10.5246269,8.494764871,13.55188878,7.93424412,6.838622474,7.052158569,6.065882015,5.514449099,7.377481693,5.392624063,5.117512254,5.841934606,7.658365483,2.389765237
BCL3,4.912312557,6.038520035,5.151705003,3.680538489,5.422261557,4.865084794,5.578681377,6.21056559,5.961621192,5.907037031,6.246401132,3.638605786,3.839088414,4.90298036,4.477737196,5.122209368,0.90266493
DSTN,3.214592052,4.308351027,2.39812668,5.829438289,6.381012105,4.504840921,2.918573336,2.901562896,3.73880001,4.94639757,3.839370718,2.320942319,2.312783178,3.289964354,4.223417957,3.808544894,1.241680615
CAMKK2,3.383965309,4.271161922,4.242698835,3.545186195,4.472363278,4.224914615,3.72971724,3.030493477,3.246511272,3.150728894,3.366539322,2.82911774,2.886623184,3.230055693,3.286317777,3.526426317,0.53748246
MFSD10,7.137967203,5.425363115,6.137925281,7.379632944,9.181750051,7.371463176,7.576432589,9.807430524,8.265132942,7.515210845,7.382881792,6.641317068,6.156238956,6.695901219,8.625757646,7.420027023,1.178382087
TULP3,4.731592891,6.620270462,6.881984108,4.669587366,4.057970839,4.331307541,6.358722977,5.200090681,6.41562539,5.212705577,4.973121437,8.021589747,8.065686816,8.114039006,7.651381334,6.087045078,1.442952006
PPP2R5C,1.397835288,3.067650435,2.166022572,3.475866246,3.2600851,3.2315397,1.985328826,2.366192689,2.273310317,2.332480973,2.284335733,3.280958489,3.259054746,2.935422025,2.494766338,2.654056632,0.606050484
TWSG1,4.673935169,6.335184673,6.090011323,5.948213656,6.285761822,5.739071144,5.147120766,3.759209311,5.075824788,4.719968765,4.683658166,7.530367978,7.731424433,5.948023367,4.471036175,5.609254103,1.114683141
39878,7.173946911,5.620113314,6.095449714,8.279983516,7.106833486,7.398127104,7.621018392,7.004223649,7.629771105,6.834237042,7.851233867,6.372212091,7.925056598,7.39716801,5.904566783,7.080929439,0.783969856
HARS2,2.877527893,2.040538508,2.86042088,2.389156857,2.513803685,2.341486599,2.127215601,2.221157704,2.036064469,1.649157535,1.788825531,2.389125569,2.081618017,1.666142185,2.488535645,2.231385112,0.376380848
HLA-DQB2,7.401379892,4.887100435,3.748614279,7.692543276,8.333602641,6.847279271,4.166969342,5.445555097,5.44497663,5.28420779,3.81675077,3.485256794,4.700445272,6.742470877,3.855567807,5.456848012,1.587703849
SLC25A37,4.254825324,3.488824827,3.449575002,7.394991898,6.239813246,4.239402477,5.752742475,4.977433044,5.035194654,4.292103165,6.627660272,7.249433048,6.697378085,3.959696253,6.422744799,5.338787905,1.366407372
BRMS1L,5.501562667,9.321900875,8.074450762,4.85384881,4.514639265,4.264151266,5.897824287,4.044375,7.105367805,5.173180404,4.730992362,8.508570596,8.516050975,6.247176062,4.729998731,6.098939325,1.765164954
FOXO4,5.065073109,5.293454927,5.048396048,2.922563651,3.660726392,4.42268982,5.62736423,4.017123336,4.74910408,3.98795817,4.704031568,4.295085939,2.881226067,2.966608919,4.173803989,4.25434735,0.867393472
NTSR2,5.441506231,4.450254386,3.633801935,5.637080385,5.581847664,5.073990005,5.563397272,5.578462752,5.468355782,6.150163016,7.122357365,4.312046089,4.024341934,4.809115826,4.41041603,5.150475778,0.897687393
ACY3,16.39789055,15.08312506,10.65088011,11.96746498,15.99316003,13.15598816,19.0260263,20.35778421,16.60062501,17.62119086,16.83330262,14.83174424,10.62377721,16.47048737,15.89889152,15.43415588,2.821978177
SEC22C,1.421423086,1.166971498,1.782266146,1.939752388,2.076133818,1.819593693,1.654232592,1.664693763,1.603604988,1.33139568,1.451023023,1.548278265,1.118051092,1.586303813,1.533104667,1.579788567,0.264297943
SSNA1,11.94250528,12.15822079,17.6117935,10.78644381,12.27913773,10.64982001,18.48691645,18.91572656,18.21187215,13.00448419,14.02288604,12.7595269,8.180884212,7.048983327,20.31576383,13.75833099,4.061500973
CORO1C,15.17088129,14.17377348,11.62831187,9.92193222,11.9673049,11.64763621,14.24089853,12.52708135,13.82869193,16.98330264,14.51221218,14.61982515,12.93018512,14.73124407,14.83284528,13.58107508,1.790172682
ZFP36L2,3.49801124,2.917769076,2.549830925,2.983879266,3.586214723,2.588165552,3.363785025,4.722634463,3.747309676,4.210216108,3.692242973,3.0300305,3.267723697,3.195754577,2.896322048,3.349992657,0.589022953
RMND1,6.206888181,4.357113325,9.070217613,6.433196921,5.233472849,6.210344873,4.353723325,4.236287213,4.925283838,3.369307444,3.785437188,4.037829498,6.28928203,4.413697839,3.83846577,5.11736986,1.493442398
TMEM9B,2.741789986,3.207881636,2.849080252,3.002657326,3.144936385,3.148667151,2.710253399,2.737331281,2.800613873,2.824618965,2.896237524,3.226100346,2.809149056,2.63607716,3.834352645,2.971316466,0.306337334
FLJ36116,8.652880284,6.192547023,5.214808835,4.835281757,5.547326451,5.347601909,6.127383676,7.545528959,7.416886274,7.894223095,7.830733232,5.595570361,7.262966216,6.533385562,7.748600625,6.649714951,1.189219595
CDC42BPA,5.707515888,4.063112286,5.157796959,5.162416666,3.851314058,4.243608156,4.367078307,3.444204876,3.526298363,3.540834026,3.676059944,3.007953274,3.588985606,3.687920661,2.351101382,3.958413363,0.870959196
CNKSR3,3.842016305,3.387577093,5.19838565,4.954609987,5.768892596,4.146918632,3.463325471,3.677784903,3.273611772,3.268973638,3.995438907,6.098537505,7.277869782,4.961782814,4.189389144,4.500340947,1.186410129
DNAJA3,1.739704029,2.002736452,1.600629784,1.612629699,2.165305013,2.010136855,2.496830091,2.407499095,2.34572311,2.148997869,1.971137465,2.171080897,2.059219905,2.15660037,3.22401997,2.140816707,0.398055981
TMEM143,8.369918649,8.140669899,6.505629963,7.304757183,8.522119879,8.068076359,9.16597993,9.051386371,9.440008043,9.029642661,8.552330109,8.78412972,6.751797913,8.266479086,8.478502864,8.295428575,0.85430955
TSP50,5.629237466,3.871707619,3.526959576,5.442995262,7.957175659,5.820836021,5.271753029,5.975463915,5.516094939,6.165885025,5.396140089,4.353178623,3.920526405,5.100421636,5.060111842,5.267232474,1.095048126
AURKB,1.3070403,1.463418237,1.141443268,1.588263082,2.34637766,2.109527671,1.500234073,2.08691717,1.317880375,1.59375056,1.390932033,1.941822355,1.669840102,1.67431231,1.935216068,1.671131684,0.344931476
FBXL12,2.330056516,3.678479925,3.793965309,2.879626666,3.525618492,3.158225908,4.385848394,4.922523884,4.246614761,4.104871722,3.792787036,5.471837276,4.449592683,4.098605293,5.269415055,4.007204595,0.854687725
BCL2L13,3.315465433,4.889957242,4.579478584,3.628031286,4.286446552,3.9243094,3.696104908,3.270474347,2.979798889,2.804708626,3.285648385,4.128679767,3.682179597,4.256542071,3.532948714,3.750718253,0.591386773
MAN1C1,6.003728454,5.597613116,5.838655598,6.591878798,7.30766073,5.775843559,7.120895922,6.54749882,6.650114955,6.511610305,6.761245372,5.549655599,4.860153105,5.655507109,5.877727793,6.176652616,0.670082655
PTPN23,3.806326611,3.583609848,3.83885764,2.963001106,3.64375939,2.718692786,3.421542056,4.319755293,3.592164013,3.860652622,3.908489985,2.496738684,2.190753789,3.183370853,4.160366525,3.44587208,0.617122297
SGPP1,4.673578648,5.464826909,4.997235569,4.749020607,5.413637938,4.923231726,5.808955883,5.116651531,6.041881364,5.873362205,5.71988362,7.668979963,5.646705029,5.648371826,4.406896035,5.476881257,0.779181562
F8A1,5.60277901,8.125012296,6.109065985,4.918772505,5.523435939,4.753384819,5.808180981,7.135611908,7.323613411,7.44776772,6.017408551,8.872911598,6.508121,6.444958874,9.878085362,6.697940664,1.445505189
WDR8,5.004252441,3.684075784,4.734486345,5.252967728,5.203089036,4.494833301,6.773969933,6.045954837,5.422270366,5.038808683,5.736949629,5.48672991,4.66110763,4.954824474,6.806996184,5.286754419,0.824279597
RGL2,5.399134636,3.903764317,4.487422241,4.645024757,4.749185393,4.178357877,6.745836782,6.930903195,5.460040943,4.942153518,5.37790094,5.538330265,5.139293641,4.155724274,6.83340571,5.232431899,0.970821664
ZNF226,2.454804008,2.634485944,3.093588351,3.123705102,2.977614855,3.048087812,2.387308458,2.239706182,2.364566275,2.473852441,2.94480367,2.857868845,3.649964393,2.42143468,1.727542766,2.693288919,0.469062202
MZF1,4.685813528,5.55841477,4.10313865,5.429581022,5.892279181,5.793427311,5.682321645,6.563642056,5.838862973,5.767543521,5.302168778,4.641210629,4.238549063,4.618171646,4.637402237,5.250168467,0.715483464
TOM1,4.749521532,4.814097166,5.680620699,3.945914426,4.762745638,4.875067098,6.048938864,5.437448994,5.106303071,5.236122847,6.103070788,5.150405617,4.173790753,4.325663911,6.334882212,5.116306241,0.710028577
PALB2,2.825234477,3.301882088,3.6326415,3.479408757,2.990246212,3.581552296,2.983798519,2.383791951,2.724953532,2.908939315,2.72649142,5.776917789,5.780124008,4.751686553,3.526683154,3.558290105,1.06031032
PPP1R9B,0.812685722,1.308434594,0.754317005,0.641402419,1.085942444,1.002705113,1.145609483,1.664986453,1.56855951,1.226356408,1.433898716,0.605340215,0.809536153,0.811749811,1.178194095,1.069981209,0.331501153
MRPL41,7.965928239,15.09011162,19.32971522,15.06528256,11.54782616,16.38755027,6.299199721,10.35884767,7.144187632,5.40591658,2.006620664,7.953193043,4.953340499,3.698680715,3.482547584,9.112596545,5.297935747
DPYSL4,5.596987589,4.686417251,3.847305611,5.616943226,6.955530038,6.031862963,5.423901002,5.588212164,5.014076077,5.643345382,5.77756925,3.847507897,4.451604125,4.617017013,4.477518165,5.17171985,0.85371479
C5orf43,5.659518503,3.738368578,4.98086895,3.858654551,3.288308416,3.47500059,3.709008742,3.537479323,4.203302079,3.969214305,3.705441164,5.451318062,5.670343126,3.375474193,4.087202633,4.180633548,0.837465989
MFSD3,6.959200581,6.138876408,5.456286253,5.983569908,7.815414474,6.308324435,7.347878768,11.00889766,7.790734543,7.349333327,9.785552391,6.711704066,5.25812814,7.699677606,7.831983682,7.296370816,1.534903823
ADO,2.386127005,2.783287275,2.658356625,3.177322416,3.325652004,2.911534327,2.566793793,2.775181026,3.025460145,3.112619785,2.944847103,3.779000647,3.586746544,3.261637863,3.292375788,3.03912949,0.380085751
---,2.357819807,2.546212111,2.945328678,2.199572514,2.077019179,2.291813188,2.284266194,2.364563317,1.956292671,2.091543821,2.323622133,3.129275905,4.048897036,2.901891044,2.274718928,2.519522435,0.540717005
CDKN3,8.216907968,13.66101325,12.56682398,10.61535018,11.57081901,11.73745851,9.005129508,8.417420235,9.219092095,7.180376973,8.684732253,9.454238812,7.512991577,10.0726119,7.537277686,9.696816263,1.963866293
PEA15,5.752622824,5.173462395,7.894072542,3.559421345,4.689443413,4.447271244,5.050527863,4.200639071,5.322901658,3.66074071,4.550927635,4.882950666,5.135905609,4.394257002,7.618181536,5.088888368,1.234212829
MTCH1,5.718679049,4.681333579,6.087475075,5.135696278,5.372281853,4.824839885,6.174259108,6.108055189,5.8571049,5.760167127,6.349030683,5.787372575,5.393032309,5.108936262,6.470847132,5.655274067,0.550084568
HVCN1,2.953702225,2.971267048,2.997845869,3.258398764,4.33907528,4.248540797,2.559629071,3.482654625,2.697691347,3.530557726,2.92274512,3.129647312,2.742551918,3.068807647,3.802383847,3.24703324,0.537435291
OPA3,6.587017489,7.18079471,7.18237696,6.211974921,6.347507869,5.818489251,8.243532651,7.776502979,6.781116239,6.502350002,7.041892009,6.120243226,5.517298982,4.974549702,7.380850179,6.644433145,0.863932203
C1orf86,4.49580579,2.917551792,2.984519477,4.562294685,6.475347477,5.129914446,3.499761661,5.131406797,4.299505531,4.864100289,4.22874102,2.746156379,2.912601478,4.25989362,3.309386553,4.121132466,1.057858863
MIPEP,13.15003153,17.76410731,17.9849238,19.27116338,18.71948199,20.49368089,15.70877681,15.44301231,15.84218117,17.03119328,15.88533137,17.75180711,13.06535143,16.52199169,13.79170762,16.56164945,2.188579259
ADCK1,4.305185814,5.839007075,5.798895759,7.095760868,5.85058454,6.962849809,8.568092656,6.621926445,7.714360093,6.630880113,6.24149137,6.914165036,6.50108994,5.690310486,5.752440124,6.432469342,0.996588483
PPP1R15A,0.673573765,1.19494215,1.071386697,0.497237118,0.889928102,0.58392922,1.243291946,1.165341643,1.027954707,1.03979645,0.86759674,1.604333307,1.350440287,1.161226926,2.632420321,1.133559959,0.507467235
AHRR,4.573923087,3.454457135,3.754719811,3.971982864,4.984781305,4.243649831,4.803446546,5.621512157,5.005892612,4.601989211,4.719223357,3.478133695,4.163816827,4.441458314,3.814932395,4.37559461,0.615030715
C6orf153,7.962524285,7.412050729,8.459877751,6.087444517,4.794139597,6.345154564,7.615082684,6.64848354,7.695248271,5.407708543,6.095934714,8.364380209,8.080545616,7.182232962,9.073030194,7.148255878,1.216639017
ZNF250,3.575765955,5.613384371,8.030362008,3.731753172,3.452955811,4.11406658,7.63100892,6.336817885,6.322654659,5.705150125,5.271039097,9.221677191,8.662516206,6.389301186,9.84399515,6.260163221,2.073897552
PLDN,6.244296645,8.030184101,7.888159264,7.07063962,5.638939019,7.020739503,6.30247497,5.422993556,5.456081833,5.888272934,6.090890688,6.48884295,6.708682829,6.487433486,5.308643849,6.403151683,0.837719267
FAM174A,3.131044335,5.057991436,3.182226368,2.629073912,1.554279687,2.025512562,3.092286314,2.453492785,3.193344972,2.006572729,1.957756283,5.977667714,4.624084582,2.071732393,3.693995791,3.110070791,1.269040662
C9orf37,3.448269882,4.922638977,3.991903024,3.608117669,3.402210045,3.549187247,5.06235366,5.562937721,5.149524188,4.463471694,3.797711742,7.712088501,6.010476659,5.88738645,8.709966469,5.018549595,1.581689267
CNOT2,4.106805981,6.323549217,6.59816804,6.501895207,5.708324129,5.996293909,4.648050359,4.085382302,4.900923603,4.694074656,3.897494368,6.479232786,6.523047966,4.21226775,5.55591398,5.348761617,1.026293589
MAP3K2,6.656918885,5.260968476,7.583283469,5.281697052,3.397071157,4.43149164,5.304852697,4.368686508,5.818792507,4.553634983,4.960933585,5.792261361,10.64902262,8.000305594,4.259036424,5.75459713,1.839452518
FAM168B,5.133099298,4.540939982,5.379561752,4.550216697,4.883901936,4.427110679,5.031709122,6.076953067,5.4002365,5.506851426,5.116616627,4.497844037,6.233424076,5.642531959,4.408444931,5.121962806,0.586830557
CSNK1G3,5.349321429,4.52812096,4.996390765,4.144164103,3.16585394,3.714617771,4.279971467,3.697264753,5.223458767,3.959828332,4.578856356,6.731463377,9.934371647,6.190180368,4.627046808,5.008060723,1.658719676
JOSD3,4.637578843,7.975273171,6.796760371,6.765967872,5.147324135,6.402836216,4.650195383,3.176333269,4.76110843,5.103169226,3.741551323,7.091807879,7.673260151,7.156829579,4.199528344,5.685301613,1.516335991
LSR,4.337389446,5.254445111,4.838314755,3.403599835,4.502732801,3.878816902,4.528962988,4.71372155,4.452768198,4.583724897,4.368278427,5.465287445,4.516491525,3.698847801,6.88167463,4.628337087,0.818115314
MXD3,6.538727502,4.860685455,4.58666025,5.575226883,6.010668362,5.63400816,6.543191006,6.526958768,7.741546225,5.981436042,7.234028912,4.907060388,5.869546494,5.452815008,5.365578323,5.921875852,0.880384419
KRIT1,5.359550558,4.847100242,7.094207021,5.374070278,4.083486304,4.441504338,4.805827537,4.048291573,4.313507244,3.894257169,4.239064589,4.593966512,7.048759591,5.008481645,3.004129558,4.810413611,1.097182113
GPATCH1,2.313290711,2.238413786,2.166268975,1.77642137,1.896055448,2.147891966,2.007639627,1.617539596,1.886310895,2.001547464,1.568848042,2.997184295,2.789040688,2.166872304,2.869397087,2.16284815,0.432048444
ADAM33,5.760399757,5.926125977,4.680401363,6.114891644,7.717781533,7.051320301,4.682914002,5.365603093,5.502749016,5.997341178,6.132683123,4.886691949,4.524376473,5.459104299,5.300890714,5.673551628,0.881363105
JAG1,2.103993164,2.664167009,2.581533825,2.750404787,3.066121278,2.593074879,2.311891376,2.491959703,2.314978966,2.245291901,2.355893607,3.073933115,3.951656684,3.107959952,3.671359299,2.752281303,0.531931813
RRP1,2.08132022,2.076872157,1.475643003,1.169145599,1.539827934,1.407448932,1.513258468,1.919798683,1.775288721,1.946375121,2.036060459,1.617020949,1.230184484,1.308521582,2.978991147,1.738383831,0.461975344
SETD4,1.613845741,2.108700713,2.658835481,3.463202326,2.724183486,2.785002075,2.618006091,2.472854832,2.431250708,2.699888751,2.474965873,3.230981117,3.499157286,2.865883621,2.47500113,2.674783949,0.484895449
SNX2,12.48146409,9.36139612,13.24134451,10.31539495,7.074246738,8.752551064,9.557640949,8.36027075,8.703582466,6.839820209,8.132150472,9.269212954,10.71224539,8.05940635,9.742537877,9.373550993,1.779146597
CENPF,4.283007474,2.44743048,3.637953192,4.588521408,2.863285774,2.935205236,3.290087279,1.429470179,2.194916908,1.510929908,1.577675187,1.134422579,2.072080342,2.518013255,0.638118467,2.474741178,1.145103958
LRRC41,9.812326454,6.211972374,7.193215809,7.824678587,8.534165872,8.180988695,9.826668942,10.258644,10.03140676,9.907160759,9.037383545,7.439935925,7.545441905,8.006595349,9.550193791,8.624051918,1.249038428
DLX1,5.032308354,5.181550091,4.465715605,5.382980283,7.845624769,6.134463639,5.471290343,5.284980124,5.450540223,5.990928855,5.469525558,4.9944152,5.173164408,5.349082502,4.940079402,5.477776624,0.769547348
C3orf32,5.374641513,4.275658933,4.864326758,5.72825871,6.330389608,5.613154189,4.832541836,5.478771437,4.766448785,5.606224641,5.034145131,4.434931873,4.082338101,5.558180254,4.863305412,5.122887812,0.615589626
PNPLA7,5.760824621,5.929084234,4.814808694,5.682294516,6.169688088,6.59336781,4.810851417,5.158078617,4.997052147,5.663940602,5.151309099,3.84082772,4.189008634,4.477108515,4.175343232,5.160905863,0.799100027
SIRT1,1.329618014,1.574688799,1.471849715,1.925072036,1.577256627,1.730434592,1.344462284,1.208702012,1.111603071,1.598014295,1.454763183,1.788276538,2.342983083,1.396520503,1.173443894,1.535179243,0.320626028
NUPL1,8.602313809,10.31795497,10.29279255,9.175218479,7.688342913,8.52159529,9.866273621,9.145564962,11.05587202,12.31901006,11.57587996,11.36175709,13.35129302,14.40651645,7.871466948,10.37012348,1.983013269
SLC16A13,2.966772919,4.503876043,6.190111928,2.408330526,2.799458637,2.483297921,2.944450036,3.155430097,3.826261092,3.405512719,4.350478509,6.871040521,4.651993605,3.717873099,6.524569679,4.053297155,1.459096192
PSMB3,8.772821417,15.50131772,13.95664328,14.97045881,20.06263391,20.66720146,12.3988036,15.29056904,8.934596499,9.210254934,8.079578517,9.352505566,6.102348356,4.36007923,15.57067425,12.21536577,4.863877729
SLC27A4,3.831285317,3.796783134,3.546029538,3.716005531,4.813439027,3.863179566,4.120421831,4.37577904,4.458198649,5.030800916,4.752992672,4.565395623,3.519492436,3.747828662,5.483419806,4.24140345,0.595978338
PPP1R1A,7.985614274,7.589840143,5.809393557,10.77640771,16.66047677,9.26605146,6.839841484,9.260354344,7.103568142,9.558261326,10.00681061,5.985997832,5.824492852,8.58750246,8.410040048,8.644310201,2.706489427
PER1,2.560285038,3.307647379,1.95490414,2.065615355,2.401516641,2.675733107,2.934931152,3.180283578,3.131125271,3.575981979,3.508111974,2.659447311,2.480251733,2.717094708,4.527089309,2.912001245,0.656967348
FAM116A,4.139559617,3.660938047,5.536019538,3.620552823,2.528790578,2.938338154,4.028642712,3.594607394,5.138641385,3.788393676,4.181617382,5.643768012,8.231112654,5.587568245,3.62244262,4.416066189,1.417727885
RASA3,1.747558523,2.373709822,1.942299684,2.190943288,2.47421331,2.200077877,2.315788285,2.647424457,2.368911017,2.500978008,2.462617689,1.904569813,1.871641249,2.234132152,3.749287323,2.332276833,0.471497796
ZNF254,5.556521985,7.984118455,8.816914558,5.400767693,4.195740673,4.101573008,6.760478127,4.782621195,6.29496729,7.107424098,8.651452653,8.937324505,14.53366157,11.8676147,9.888768041,7.658663237,2.920689912
USP16,4.877562462,8.578722311,8.875879523,7.431497999,5.501887828,6.727590905,4.50383668,4.526171106,5.748496115,4.843143661,4.449300123,7.502205043,8.005374731,6.797231069,5.084901011,6.230253371,1.562503666
ZYG11A,4.812764813,4.258127803,6.757862532,5.029751741,3.544724946,4.082669001,5.933664629,5.136549204,6.558944582,5.909546215,7.315568498,5.831723668,8.111684202,9.730148429,3.983492409,5.799814845,1.697306944
PARP3,5.957309173,5.010072745,6.318342787,4.887480239,4.640940698,3.756297884,6.272196757,6.809788874,5.580866436,4.900771485,5.332935675,3.872874297,3.938502285,4.813766645,5.63992984,5.182138388,0.927309272
SFRS3,5.894386826,4.488043466,6.585047385,6.436553945,5.345817538,6.585068282,4.781141026,4.396825343,4.962673438,2.698335343,3.632134994,5.47809039,6.799369881,4.956300977,3.506943937,5.103115518,1.236061842
SLC15A3,1.42309599,1.708570501,2.011740484,1.919960981,2.866329375,2.694709548,1.980720678,2.250153534,2.118622559,1.790594935,2.003739731,1.798653133,1.231829188,1.598220006,3.639196825,2.069075831,0.608615171
ZCCHC10,3.703728791,3.533998421,4.729001285,3.602682022,3.430480655,3.22858804,3.174865513,3.432842314,3.188173675,2.608499582,3.190701167,3.648231815,3.637741717,3.362290956,3.482551495,3.463625163,0.445646418
TXNRD1,1.623260771,2.005178279,1.325936177,1.843666876,2.093720665,2.22610967,1.362994476,1.295809464,1.37375591,1.725469333,1.699669222,2.797396863,2.139043043,1.89910564,2.143826603,1.836996199,0.41641026
CCHCR1,6.302299293,5.388648757,5.231276892,7.281654795,7.318752006,6.446841004,6.118900671,5.581750229,7.006908344,5.528321951,6.197775235,4.834498069,4.812576845,4.830511057,5.504895018,5.892374011,0.858131882
TRGV3,10.14861897,7.313196469,9.110010224,6.694987556,6.75803579,6.187490257,6.855262132,10.31319128,11.53738519,10.34050603,8.653556347,7.700015667,8.190827671,12.20136734,8.012690819,8.66780945,1.871193259
TIE1,6.750930571,5.494365404,5.281350234,7.333909035,7.44458008,6.989911315,8.476597129,8.394225668,6.929287472,6.49501983,6.673205317,5.676014124,4.875243897,5.59864368,5.098661942,6.50079638,1.139903822
NUP43,7.300060342,5.304194791,6.996074242,6.997787946,6.068124329,7.175145752,5.414831484,4.659906922,5.079542965,5.985348486,5.596423306,7.127795287,7.49228535,6.277353875,5.392524169,6.19115995,0.929397442
RNASE6,15.35234751,19.65718759,25.07356919,15.40304431,15.64083094,16.1356415,15.14513205,14.34358368,12.02017412,16.41833001,11.85321771,16.60819083,14.82675768,13.95173813,33.77283871,17.08017226,5.590976184
MRPS34,6.278451668,6.745731595,7.483727569,10.11784735,10.04430094,7.825358913,7.007494721,8.844899058,8.605055967,6.528601631,7.046668065,7.670079042,4.946053168,4.55212373,10.91513846,7.640768792,1.822927069
BIRC5,5.843472881,8.509936902,8.001698441,9.311636411,9.709647738,10.20605712,8.851278052,7.9750053,6.699625351,7.26467991,7.691621696,8.525466217,8.264389828,7.976504614,7.750692167,8.172114175,1.11602167
FLJ25006,2.607024331,3.822044577,3.743091809,4.615322462,4.460144414,4.610819675,4.827892613,4.133616408,3.659240318,3.947895846,4.571263984,2.482143446,5.130873631,4.526338816,3.774705925,4.060827884,0.75616484
P2RY10,3.966088232,5.71446512,6.801812327,4.00126794,3.099971773,3.29007322,4.701156547,3.642022457,4.211469317,4.65903849,5.297192893,6.906755411,7.937143564,5.946574609,7.993753605,5.211252367,1.616186712
DPH2,7.919831828,5.392924278,5.902595176,5.057446771,5.325441984,5.212328608,8.261703559,8.130215026,7.44165013,5.911051719,6.355534667,7.839441034,6.373264447,5.286292484,9.646429809,6.670410101,1.426293596
CENPK,11.11780918,9.824192737,12.95202802,18.05819653,11.87574077,12.70908477,10.51789493,9.826247051,11.44347926,8.479088584,9.923686101,7.722968062,12.73203974,10.56958052,3.902270664,10.77695379,3.065811074
ZC3H3,3.962000526,3.934914674,3.458544222,3.008348858,3.629274375,3.063604127,4.018315946,4.094196685,3.979536571,4.749681189,3.441720028,3.970516023,3.627241728,4.094136584,5.56635781,3.90655929,0.635329825
PRKCB,5.493656038,7.857967107,7.54225213,8.336734166,7.652309258,8.388758068,7.091886965,6.062656156,6.36135926,6.366828018,5.969559928,6.548436689,6.081402516,7.633237959,7.55776491,6.996320611,0.924178536
MAP2K2,13.88725759,11.82083149,9.696342435,10.62769362,11.97602203,11.08527438,13.04192896,13.10072919,15.22910567,13.80218087,13.9689131,9.744407748,8.5680704,11.23127662,10.78635724,11.90442609,1.89478058
SSU72,3.016739558,2.535733192,3.19360042,3.828714945,4.914525895,3.903352402,2.819846537,4.234946049,3.054251023,3.120857587,2.5492669,3.120817589,2.285528563,2.381648177,3.724780029,3.245640591,0.742939499
CSDA,7.064575061,7.936040097,7.941678619,10.20805452,10.65572501,10.16436851,10.65980794,7.909420169,8.398888315,6.431026914,7.721319501,5.853691503,5.567602462,7.173712543,6.590568134,8.018431953,1.700083369
WDHD1,4.882753966,7.037452484,7.285913033,8.970036796,7.189357121,8.30958494,6.159755943,4.189248214,6.29773713,5.612847261,5.974065726,5.920618617,6.885254789,7.8131871,3.832953799,6.424051128,1.443407803
NPR1,6.836884857,6.500060065,7.961768658,7.284066768,6.735139185,6.446162269,7.797703602,8.511308581,8.182102002,7.296417798,7.811448779,6.183750123,6.25230165,6.865485389,5.822807422,7.099160477,0.810858915
