ID	Length	WT_03.Aligned.sortedByCoord.out	WT_04.Aligned.sortedByCoord.out	WT_05.Aligned.sortedByCoord.out	WT_08.Aligned.sortedByCoord.out	WT_09.Aligned.sortedByCoord.out	WT_10.Aligned.sortedByCoord.out	WT_13.Aligned.sortedByCoord.out	WT_14.Aligned.sortedByCoord.out	WT_15.Aligned.sortedByCoord.out	WT_18.Aligned.sortedByCoord.out	WT_19.Aligned.sortedByCoord.out	WT_20.Aligned.sortedByCoord.out	WT_23.Aligned.sortedByCoord.out	WT_24.Aligned.sortedByCoord.out	WT_25.Aligned.sortedByCoord.out	dBGLF5_02.Aligned.sortedByCoord.out	dBGLF5_03.Aligned.sortedByCoord.out	dBGLF5_04.Aligned.sortedByCoord.out	dBGLF5_06.Aligned.sortedByCoord.out	dBGLF5_07.Aligned.sortedByCoord.out	dBGLF5_08.Aligned.sortedByCoord.out	dBGLF5_10.Aligned.sortedByCoord.out	dBGLF5_11.Aligned.sortedByCoord.out	dBGLF5_12.Aligned.sortedByCoord.out
ENSG00000258670.1	4499	0.0	0.17	0.43	0.0	0.29	0.41	0.0	0.34	0.36	0.0	0.1	0.31	0.0	0.31	0.38	0.0	0.27	0.99	0.0	0.21	0.49	0.0	0.18	0.56
ENSG00000205659.12	10999	0.01	0.74	0.59	0.01	0.77	0.47	0.02	0.87	0.41	0.02	0.75	0.55	0.02	0.78	0.49	0.01	0.94	0.67	0.01	0.64	0.66	0.02	0.89	0.46
ENSG00000162066.16	6499	0.01	1.75	0.46	0.04	1.12	0.12	0.03	0.86	0.14	0.05	0.9	0.13	0.03	1.04	0.08	0.05	0.64	0.1	0.04	0.69	0.18	0.15	0.9	0.22
ENSG00000128908.19	5499	0.09	0.17	0.38	0.06	0.31	0.14	0.05	0.21	0.1	0.15	0.48	0.34	0.14	0.29	0.32	0.24	0.57	0.27	0.17	0.33	0.2	0.18	0.35	0.28
ENSG00000232671.8	3999	0.07	0.41	0.29	0.08	0.22	0.1	0.08	0.63	0.1	0.03	0.44	0.11	0.04	0.59	0.13	0.03	0.48	0.16	0.07	0.58	0.26	0.09	0.44	0.24
ENSG00000289303.2	6999	0.54	0.72	0.27	0.51	0.64	0.25	0.36	0.75	0.28	0.24	0.93	0.35	0.27	0.71	0.26	0.34	0.76	0.24	0.24	0.78	0.33	0.66	0.72	0.26
ENSG00000101109.13	20499	0.51	1.7	1.02	0.35	1.53	0.61	0.48	1.99	0.79	0.49	1.97	0.83	0.61	2.03	0.81	0.33	1.97	0.93	0.29	1.17	0.81	0.47	1.75	1.19
ENSG00000110583.13	14999	0.41	0.6	0.17	0.25	0.44	0.1	0.37	0.33	0.08	0.31	0.38	0.08	0.41	0.37	0.09	0.21	0.12	0.05	0.16	0.09	0.11	0.39	0.21	0.1
ENSG00000224610.2	8499	1.04	0.13	0.01	0.99	0.09	0.04	1.41	0.1	0.05	0.01	0.01	0.01	0.01	0.01	0.01	0.06	0.0	0.02	0.07	0.02	0.02	0.05	0.02	0.01
ENSG00000168228.16	5999	0.08	0.45	0.24	0.13	0.62	0.17	0.24	0.97	0.19	0.17	0.74	0.17	0.25	0.81	0.31	0.22	0.34	0.09	0.27	0.65	0.1	0.32	0.42	0.15
ENSG00000125534.10	15499	0.14	5.14	0.75	0.14	3.49	0.4	0.14	3.32	0.45	0.16	5.25	0.46	0.14	5.05	0.46	0.11	2.25	0.33	0.12	2.11	0.48	0.16	2.74	0.61
ENSG00000263069.6	9499	0.06	0.41	0.06	0.05	0.23	0.05	0.06	0.15	0.03	0.1	0.29	0.04	0.11	0.26	0.03	0.07	0.27	0.02	0.04	0.1	0.04	0.15	0.38	0.08
ENSG00000290729.1	14999	0.01	0.77	0.09	0.03	0.56	0.11	0.03	0.65	0.11	0.02	0.72	0.06	0.02	0.83	0.06	0.06	0.27	0.12	0.05	0.28	0.12	0.06	0.29	0.17
ENSG00000143514.18	5999	0.06	0.08	0.08	0.02	0.13	0.05	0.04	0.13	0.04	0.1	0.28	0.07	0.07	0.31	0.1	0.03	0.34	0.18	0.04	0.25	0.06	0.1	0.35	0.2
ENSG00000163902.12	11499	0.01	0.34	0.04	0.04	0.19	0.07	0.03	0.18	0.05	0.05	0.29	0.09	0.04	0.27	0.08	0.04	0.31	0.03	0.04	0.26	0.15	0.06	0.61	0.16
ENSG00000258262.1	4999	0.03	0.13	0.04	0.02	0.21	0.02	0.07	0.18	0.06	0.05	0.4	0.04	0.05	0.58	0.01	0.04	0.26	0.09	0.03	0.28	0.16	0.0	0.37	0.05
ENSG00000283312.1	7999	0.04	0.52	0.18	0.04	0.35	0.06	0.1	0.27	0.07	0.02	0.47	0.09	0.04	0.51	0.09	0.04	0.16	0.05	0.03	0.11	0.06	0.02	0.47	0.08
ENSG00000196152.10	10999	3.26	3.44	1.75	2.92	3.51	1.03	3.35	3.79	2.09	1.91	1.85	1.01	1.75	1.68	0.97	1.39	1.65	0.71	1.49	1.99	0.87	1.47	1.76	1.02
ENSG00000174748.22	3999	0.16	0.4	0.05	0.16	0.31	0.05	0.06	0.15	0.05	0.08	0.6	0.12	0.1	0.51	0.04	0.09	0.45	0.04	0.04	0.45	0.1	0.12	0.27	0.15
ENSG00000136827.12	6499	0.57	1.07	0.52	0.47	0.63	0.23	0.32	0.78	0.25	0.2	0.52	0.23	0.3	0.41	0.24	0.28	0.5	0.17	0.18	0.48	0.13	0.17	0.51	0.2
ENSG00000159210.10	3999	0.09	0.24	0.06	0.06	0.28	0.07	0.04	0.06	0.07	0.06	0.31	0.04	0.11	0.38	0.07	0.02	0.4	0.05	0.1	0.27	0.08	0.07	0.49	0.12
ENSG00000042088.14	4499	0.1	0.11	0.05	0.04	0.09	0.31	0.16	0.29	0.21	0.16	0.15	0.09	0.14	0.07	0.06	0.1	0.29	0.4	0.08	0.25	0.49	0.16	0.32	0.23
ENSG00000131263.13	14999	0.11	0.73	0.07	0.1	0.64	0.06	0.17	0.55	0.11	0.1	0.96	0.14	0.14	0.92	0.11	0.05	0.46	0.06	0.05	0.26	0.14	0.14	0.58	0.19
ENSG00000223896.2	4499	0.0	0.15	0.06	0.0	0.19	0.09	0.0	0.1	0.08	0.01	0.01	0.09	0.0	0.03	0.18	0.0	0.08	0.4	0.0	0.19	0.36	0.0	0.13	0.26
ENSG00000233006.8	3999	0.17	0.26	0.08	0.04	0.21	0.01	0.01	0.05	0.04	0.07	0.18	0.02	0.1	0.42	0.03	0.12	0.21	0.06	0.06	0.19	0.12	0.19	0.29	0.16
ENSG00000204952.3	9999	0.01	0.5	0.49	0.03	0.66	0.68	0.02	0.82	0.67	0.01	0.5	0.48	0.01	0.61	0.58	0.02	0.64	1.56	0.02	0.6	0.97	0.01	0.37	0.68
ENSG00000230453.11	5999	0.02	0.55	0.66	0.0	0.52	0.67	0.0	0.71	0.74	0.0	0.27	0.29	0.0	0.2	0.41	0.0	0.31	0.51	0.0	0.2	0.4	0.0	0.21	0.32
ENSG00000109475.17	6499	0.22	0.23	0.05	0.2	0.26	0.04	0.03	0.16	0.12	0.2	0.38	0.1	0.17	0.44	0.04	0.17	0.7	0.3	0.25	0.55	0.33	0.27	0.55	0.41
ENSG00000168056.18	18499	0.03	1.4	0.12	0.04	1.08	0.12	0.07	0.82	0.11	0.08	1.38	0.11	0.03	1.31	0.13	0.05	5.1	0.53	0.06	4.16	0.93	0.08	7.03	1.67
ENSG00000289082.1	10499	2.41	1.42	0.48	1.51	0.91	0.12	1.44	0.8	0.22	0.81	0.62	0.13	0.98	0.53	0.1	0.47	0.23	0.12	0.42	0.32	0.22	0.65	0.45	0.18
ENSG00000128590.5	6499	0.01	1.22	0.15	0.05	0.73	0.09	0.02	0.7	0.03	0.09	1.08	0.1	0.09	1.19	0.08	0.17	0.74	0.25	0.07	0.83	0.22	0.09	0.63	0.32
ENSG00000164751.15	15999	0.5	0.23	0.03	0.32	0.22	0.08	0.32	0.31	0.05	0.58	0.28	0.06	0.48	0.4	0.04	0.41	0.16	0.07	0.34	0.15	0.07	0.58	0.31	0.13
ENSG00000171848.16	7499	0.32	1.01	0.2	0.2	0.82	0.14	0.38	0.75	0.19	0.35	0.66	0.16	0.57	0.79	0.07	0.15	0.17	0.02	0.11	0.18	0.05	0.25	0.27	0.12
ENSG00000156110.15	4999	0.62	0.24	0.05	0.36	0.19	0.11	0.26	0.19	0.1	0.33	0.16	0.11	0.52	0.37	0.14	0.23	0.13	0.07	0.39	0.14	0.15	0.34	0.47	0.23
ENSG00000289018.2	6499	0.36	1.49	0.55	0.32	0.91	0.17	0.45	0.9	0.35	0.29	0.83	0.33	0.23	1.05	0.28	0.15	0.54	0.13	0.18	0.47	0.16	0.19	0.71	0.22
ENSG00000007237.19	4999	0.09	0.32	0.12	0.03	0.29	0.14	0.03	0.4	0.12	0.02	0.52	0.14	0.04	0.52	0.23	0.01	0.32	0.09	0.02	0.14	0.1	0.01	0.13	0.15
ENSG00000085999.13	15999	0.46	0.31	0.1	0.33	0.21	0.1	0.23	0.15	0.07	0.34	0.2	0.05	0.36	0.23	0.09	0.22	0.35	0.14	0.22	0.28	0.12	0.44	0.57	0.23
ENSG00000223665.1	4499	0.03	0.48	0.31	0.03	0.23	0.39	0.02	0.45	0.34	0.02	0.33	0.36	0.04	0.45	0.36	0.02	0.42	0.56	0.02	0.34	0.59	0.05	0.43	0.62
ENSG00000177646.20	6999	0.29	0.52	0.18	0.22	0.43	0.09	0.07	0.33	0.16	0.11	0.65	0.18	0.16	1.02	0.09	0.13	0.32	0.19	0.2	0.3	0.08	0.25	0.41	0.13
ENSG00000164109.14	4499	0.08	0.38	0.13	0.09	0.3	0.1	0.06	0.6	0.12	0.07	0.5	0.16	0.13	0.49	0.14	0.05	0.47	0.32	0.05	0.28	0.27	0.16	0.35	0.29
ENSG00000119523.10	12999	0.65	0.18	0.23	0.38	0.37	0.24	0.34	0.39	0.33	0.36	0.16	0.11	0.47	0.22	0.11	0.3	0.3	0.42	0.24	0.28	0.48	0.29	0.24	0.38
ENSG00000157483.9	14999	1.04	0.36	0.11	1.02	0.23	0.08	1.07	0.31	0.06	0.43	0.16	0.08	0.56	0.23	0.08	0.67	0.43	0.18	0.65	0.35	0.2	0.99	0.63	0.24
ENSG00000255051.1	4999	0.0	0.13	0.06	0.0	0.16	0.02	0.0	0.21	0.04	0.0	0.19	0.08	0.01	0.31	0.03	0.03	0.39	0.11	0.02	0.31	0.13	0.03	0.53	0.2
ENSG00000241479.1	4499	0.0	0.37	0.25	0.0	0.21	0.2	0.01	0.22	0.35	0.0	0.2	0.17	0.0	0.12	0.34	0.0	0.42	0.49	0.0	0.36	0.38	0.0	0.19	0.48
ENSG00000155827.12	20499	0.48	0.82	0.18	0.28	0.69	0.16	0.25	0.86	0.21	0.28	0.66	0.12	0.24	0.65	0.11	0.2	0.42	0.16	0.21	0.3	0.19	0.24	0.53	0.24
ENSG00000152556.17	12999	0.16	2.49	0.85	0.16	1.78	0.4	0.14	1.78	0.54	0.14	1.57	0.59	0.15	1.61	0.58	0.11	1.34	0.54	0.14	1.24	0.51	0.17	1.35	0.81
ENSG00000132010.16	5499	0.02	0.26	0.13	0.03	0.39	0.14	0.0	0.35	0.14	0.02	0.56	0.23	0.0	0.41	0.18	0.0	0.9	0.46	0.0	0.43	0.49	0.03	0.91	0.4
ENSG00000111850.11	7499	0.65	0.66	0.07	0.42	0.48	0.09	0.36	0.62	0.09	0.47	0.34	0.08	0.81	0.56	0.06	0.61	0.46	0.17	0.42	0.21	0.1	0.69	0.39	0.23
ENSG00000255387.1	6999	0.01	0.21	0.36	0.01	0.51	0.51	0.04	0.56	0.68	0.01	0.12	0.33	0.01	0.19	0.31	0.01	0.33	0.82	0.05	0.28	0.76	0.0	0.2	0.65
ENSG00000136937.13	19999	1.05	3.68	0.86	0.79	3.06	0.57	0.41	2.74	0.69	0.36	1.63	0.3	0.52	1.88	0.21	0.34	0.94	0.55	0.4	0.6	0.44	0.39	1.02	0.69
ENSG00000183605.17	3999	0.47	0.25	0.1	0.31	0.23	0.12	0.41	0.18	0.1	0.38	0.1	0.08	0.31	0.05	0.09	0.22	0.31	0.11	0.32	0.29	0.31	0.34	0.21	0.19
ENSG00000134444.15	10499	0.04	0.39	0.12	0.05	0.21	0.09	0.02	0.41	0.04	0.08	0.36	0.06	0.05	0.56	0.11	0.06	0.57	0.23	0.1	0.33	0.17	0.06	0.45	0.45
ENSG00000117481.11	61695	0.11	0.57	0.11	0.09	0.45	0.06	0.11	0.55	0.08	0.13	1.19	0.14	0.18	1.35	0.19	0.09	0.48	0.11	0.08	0.39	0.11	0.13	0.58	0.14
ENSG00000281706.5	4499	0.64	0.12	0.1	0.32	0.08	0.08	0.51	0.14	0.09	0.42	0.31	0.17	0.43	0.21	0.26	0.42	0.29	0.21	0.56	0.18	0.15	0.58	0.34	0.17
ENSG00000223060.1	8499	0.0	0.86	0.22	0.0	0.5	0.16	0.0	0.39	0.14	0.01	1.28	0.28	0.0	1.18	0.16	0.01	0.28	0.17	0.01	0.3	0.15	0.01	0.3	0.2
ENSG00000109771.16	6999	0.02	0.21	0.16	0.0	0.24	0.06	0.0	0.41	0.12	0.05	0.56	0.18	0.03	0.81	0.11	0.06	0.66	0.44	0.06	0.44	0.44	0.06	0.56	0.44
ENSG00000287811.3	9999	0.45	0.16	0.06	0.31	0.19	0.03	0.11	0.22	0.06	0.14	0.21	0.08	0.19	0.28	0.06	0.27	0.22	0.08	0.38	0.16	0.08	0.49	0.25	0.19
ENSG00000230532.1	13162	0.09	1.74	0.29	0.11	1.35	0.17	0.17	1.35	0.25	0.06	1.69	0.26	0.07	1.66	0.24	0.14	0.96	0.28	0.07	0.89	0.35	0.06	0.96	0.5
ENSG00000201900.1	5999	0.03	0.08	0.13	0.07	0.1	0.21	0.11	0.14	0.16	0.01	0.09	0.26	0.07	0.26	0.24	0.06	0.38	0.48	0.08	0.26	0.51	0.07	0.28	0.45
ENSG00000272916.5	6999	0.01	0.65	0.16	0.03	0.54	0.1	0.01	0.47	0.02	0.03	0.51	0.11	0.05	0.48	0.1	0.03	0.39	0.05	0.01	0.23	0.08	0.08	0.57	0.09
ENSG00000261471.1	8999	0.1	1.13	0.28	0.15	1.27	0.1	0.17	0.98	0.12	0.07	2.82	0.43	0.07	2.36	0.41	0.07	0.16	0.07	0.04	0.2	0.1	0.08	0.1	0.1
ENSG00000152213.4	13999	0.13	0.05	0.05	0.11	0.1	0.01	0.17	0.12	0.04	0.48	0.13	0.05	0.52	0.26	0.02	0.35	0.15	0.06	0.31	0.15	0.04	0.62	0.18	0.1
ENSG00000116745.7	9499	0.0	0.15	0.11	0.0	0.09	0.09	0.0	0.08	0.05	0.0	0.08	0.07	0.0	0.1	0.11	0.0	0.33	0.83	0.01	0.14	0.28	0.01	0.19	0.61
ENSG00000104237.11	7999	0.01	0.01	0.03	0.0	0.07	0.04	0.0	0.02	0.04	0.0	0.07	0.07	0.01	0.04	0.09	0.02	0.17	0.68	0.0	0.21	0.53	0.01	0.17	0.53
ENSG00000141428.17	6999	0.37	0.51	0.06	0.33	0.36	0.08	0.25	0.31	0.06	0.23	0.15	0.03	0.29	0.37	0.1	0.33	0.2	0.13	0.38	0.43	0.17	0.32	0.27	0.11
ENSG00000150593.18	10499	0.16	0.19	0.07	0.14	0.2	0.05	0.13	0.17	0.05	0.26	0.73	0.05	0.37	0.79	0.1	0.28	0.14	0.19	0.18	0.12	0.14	0.28	0.2	0.14
ENSG00000230836.1	3999	0.0	0.37	0.16	0.12	0.15	0.14	0.08	0.18	0.3	0.0	0.25	0.29	0.02	0.31	0.19	0.03	0.15	0.62	0.06	0.15	0.18	0.0	0.11	0.21
ENSG00000184937.16	4499	0.06	1.77	0.59	0.02	0.88	0.13	0.1	1.64	0.47	0.01	0.7	0.2	0.01	0.45	0.22	0.03	0.38	0.43	0.0	0.63	0.38	0.01	0.71	0.61
ENSG00000109381.21	8999	0.08	0.29	0.13	0.07	0.21	0.13	0.06	0.33	0.06	0.13	0.48	0.09	0.16	0.44	0.04	0.02	0.55	0.54	0.11	0.57	0.49	0.14	0.59	0.64
ENSG00000291263.1	14999	0.12	0.34	0.08	0.14	0.17	0.1	0.13	0.27	0.06	0.18	0.44	0.07	0.23	0.7	0.05	0.15	0.46	0.15	0.08	0.27	0.18	0.23	0.61	0.23
ENSG00000290935.1	3999	0.0	0.07	0.1	0.0	0.02	0.03	0.0	0.08	0.06	0.0	0.08	0.09	0.0	0.02	0.08	0.0	0.25	0.75	0.0	0.19	0.42	0.0	0.13	0.55
ENSG00000069248.12	8999	0.12	0.53	0.21	0.07	0.52	0.21	0.03	0.43	0.19	0.08	0.53	0.17	0.07	0.49	0.16	0.08	0.6	0.33	0.09	0.4	0.22	0.14	0.59	0.48
ENSG00000225675.2	4499	0.22	0.06	0.05	0.41	0.05	0.03	0.25	0.04	0.07	0.79	0.05	0.01	0.69	0.06	0.04	0.96	0.1	0.11	0.82	0.17	0.07	0.7	0.22	0.24
ENSG00000184163.3	9999	0.01	1.28	0.17	0.0	0.92	0.1	0.02	0.53	0.07	0.03	1.51	0.1	0.0	0.96	0.07	0.0	0.34	0.02	0.02	0.22	0.13	0.03	0.53	0.08
ENSG00000165288.11	8999	0.08	0.55	0.2	0.03	0.41	0.14	0.04	0.51	0.1	0.06	0.89	0.13	0.15	1.27	0.09	0.07	0.5	0.35	0.11	0.36	0.25	0.11	0.48	0.34
ENSG00000197332.9	3999	0.04	0.24	0.15	0.02	0.17	0.11	0.01	0.16	0.11	0.0	0.33	0.06	0.0	0.27	0.05	0.0	0.4	0.31	0.0	0.15	0.17	0.0	0.18	0.06
ENSG00000289060.1	5499	0.0	0.05	0.13	0.0	0.08	0.08	0.0	0.07	0.01	0.0	0.07	0.11	0.0	0.1	0.12	0.0	0.14	0.49	0.0	0.18	0.54	0.0	0.15	0.53
ENSG00000196646.12	8999	0.36	1.28	0.3	0.28	0.98	0.14	0.33	1.08	0.23	0.26	1.06	0.19	0.34	1.28	0.16	0.43	0.49	0.15	0.35	0.45	0.18	0.44	0.59	0.24
ENSG00000092108.22	5499	0.03	0.18	0.11	0.01	0.17	0.03	0.0	0.2	0.11	0.03	0.27	0.05	0.03	0.33	0.02	0.02	0.49	0.19	0.01	0.41	0.2	0.01	0.27	0.29
ENSG00000135336.16	19999	0.12	0.89	0.33	0.09	0.82	0.24	0.11	0.81	0.29	0.11	0.96	0.25	0.19	1.02	0.24	0.18	0.74	0.43	0.1	0.59	0.43	0.19	0.88	0.48
ENSG00000146282.19	23499	0.14	0.85	0.13	0.09	0.75	0.09	0.08	0.67	0.11	0.11	0.79	0.07	0.2	0.86	0.1	0.11	0.51	0.16	0.1	0.33	0.17	0.18	0.63	0.24
ENSG00000113761.12	16999	0.09	0.7	0.2	0.14	0.78	0.16	0.24	0.63	0.18	0.3	0.79	0.12	0.27	0.62	0.12	0.13	0.25	0.11	0.08	0.27	0.09	0.09	0.28	0.09
ENSG00000287556.1	4999	0.61	0.07	0.11	0.02	0.05	0.08	0.12	0.05	0.07	0.01	0.05	0.12	0.02	0.11	0.13	0.01	0.03	0.23	0.01	0.07	0.07	0.01	0.07	0.14
ENSG00000271265.1	4999	0.23	0.29	0.13	0.31	0.22	0.22	0.18	0.12	0.16	0.13	0.2	0.05	0.04	0.14	0.09	0.1	0.08	0.49	0.06	0.12	0.3	0.12	0.07	0.16
ENSG00000228646.3	6999	0.0	0.11	0.18	0.0	0.12	0.1	0.0	0.06	0.18	0.0	0.1	0.17	0.0	0.1	0.29	0.0	0.32	0.65	0.0	0.27	0.5	0.0	0.26	0.51
ENSG00000233791.7	10499	0.1	0.57	0.18	0.15	0.56	0.15	0.27	0.64	0.14	0.1	2.02	0.43	0.11	1.66	0.42	0.2	0.38	0.14	0.06	0.3	0.17	0.2	0.44	0.22
ENSG00000135077.10	4999	0.02	0.3	0.16	0.04	0.32	0.24	0.09	0.21	0.16	0.41	0.51	0.2	0.39	0.63	0.31	0.16	0.16	0.12	0.19	0.09	0.1	0.24	0.23	0.16
ENSG00000270802.2	33499	0.48	2.0	0.16	0.4	1.2	0.13	0.39	0.81	0.12	0.66	1.2	0.1	0.83	1.21	0.09	0.48	0.58	0.16	0.42	0.7	0.22	0.86	1.23	0.36
ENSG00000259421.1	14999	8.27	2.56	0.69	8.06	2.08	0.48	7.95	2.06	0.81	5.84	1.95	0.59	5.32	1.82	0.48	4.63	1.28	0.4	4.92	1.78	0.57	5.1	1.95	0.96
ENSG00000101470.10	12999	0.02	0.36	0.13	0.05	0.32	0.03	0.05	0.29	0.07	0.04	0.54	0.02	0.03	0.46	0.05	0.03	0.14	0.06	0.06	0.18	0.11	0.03	0.26	0.13
ENSG00000272672.1	22499	0.04	0.9	0.12	0.06	1.53	0.11	0.04	1.61	0.22	0.03	2.11	0.24	0.04	2.09	0.19	0.1	3.15	0.4	0.11	2.9	0.38	0.12	3.0	0.55
ENSG00000187908.20	4499	0.02	0.18	0.05	0.07	0.11	0.03	0.04	0.08	0.0	0.0	0.27	0.04	0.01	0.07	0.04	0.05	0.03	0.08	0.02	0.1	0.01	0.06	0.08	0.04
ENSG00000152705.8	6999	0.02	0.24	0.13	0.0	0.32	0.09	0.0	0.15	0.07	0.02	0.34	0.1	0.03	0.31	0.06	0.0	0.14	0.05	0.0	0.09	0.04	0.0	0.2	0.06
ENSG00000179031.8	4499	0.02	0.07	0.21	0.02	0.02	0.23	0.0	0.1	0.08	0.0	0.09	0.06	0.0	0.06	0.27	0.0	0.19	0.19	0.0	0.17	0.29	0.0	0.09	0.43
ENSG00000230790.2	13999	0.06	1.65	0.23	0.05	1.43	0.2	0.07	1.35	0.4	0.04	1.93	0.46	0.05	2.13	0.3	0.11	0.53	0.08	0.14	0.53	0.12	0.11	0.49	0.12
ENSG00000165650.12	10499	0.51	1.47	0.32	0.42	0.95	0.26	0.55	1.36	0.34	0.62	1.52	0.41	0.62	1.76	0.38	0.44	1.08	0.27	0.63	0.73	0.31	0.68	1.37	0.39
ENSG00000234793.1	10499	0.02	5.93	1.43	0.02	4.52	0.69	0.01	2.48	0.92	0.01	1.49	0.53	0.03	1.85	0.53	0.04	1.98	0.63	0.06	1.29	0.54	0.11	1.59	0.59
ENSG00000170819.5	3999	0.0	0.03	0.11	0.01	0.06	0.0	0.0	0.12	0.11	0.02	0.05	0.29	0.0	0.04	0.38	0.0	0.31	0.64	0.0	0.16	0.79	0.03	0.3	0.63
