ID	Length	dBGLF5_04.Aligned.sortedByCoord.out
ENSG00000271265.1	4999	0.49
ENSG00000278743.2	5999	0.52
ENSG00000234566.1	4499	0.59
ENSG00000225269.3	6499	0.58
ENSG00000278637.2	8999	0.86
ENSG00000137076.22	3999	0.51
ENSG00000156384.15	4499	0.5
ENSG00000242767.1	3999	0.57
ENSG00000004766.17	15999	1.09
ENSG00000229960.1	5999	0.31
ENSG00000288880.2	5999	0.51
ENSG00000236950.1	4999	0.85
ENSG00000232514.1	4499	0.28
ENSG00000254418.1	4999	0.71
ENSG00000233593.12	5499	0.4
ENSG00000123268.9	11999	1.04
ENSG00000257519.1	3999	0.99
ENSG00000115282.21	6499	0.62
ENSG00000286571.1	7499	0.55
ENSG00000186532.12	6499	1.46
ENSG00000223896.2	4499	0.4
ENSG00000256268.3	4999	0.51
ENSG00000240704.1	3999	0.37
ENSG00000228126.1	4499	0.69
ENSG00000266877.1	6999	0.86
ENSG00000101109.13	11999	1.3
ENSG00000136250.12	3999	0.44
ENSG00000266852.2	6499	0.73
ENSG00000197885.11	6999	0.93
ENSG00000219532.2	4999	0.29
ENSG00000117481.11	4999	0.64
ENSG00000261478.1	6499	0.58
ENSG00000272842.1	5499	0.49
ENSG00000223986.1	4499	0.45
ENSG00000256349.1	3999	0.72
ENSG00000075420.13	4499	0.74
ENSG00000255819.7	16499	0.98
ENSG00000140941.14	3999	0.46
ENSG00000290612.1	3999	1.21
ENSG00000214604.3	6499	0.78
ENSG00000121594.12	7999	1.51
ENSG00000272672.1	4499	1.28
ENSG00000239129.1	10499	1.63
ENSG00000293110.1	10999	1.6
ENSG00000282022.1	4999	0.51
ENSG00000132300.19	10999	1.69
ENSG00000232750.2	4999	0.47
ENSG00000185742.7	4999	0.73
ENSG00000109270.13	3999	0.35
ENSG00000044115.21	4999	0.75
ENSG00000197756.10	6499	0.44
ENSG00000251293.1	8499	1.22
ENSG00000259732.1	4999	0.91
ENSG00000279718.1	3999	0.36
ENSG00000259092.1	7499	1.27
ENSG00000196504.21	13499	1.26
ENSG00000258379.1	4499	1.15
ENSG00000023902.14	3999	0.72
ENSG00000227217.1	5999	0.43
ENSG00000171659.16	5499	0.55
ENSG00000229975.1	6999	0.76
ENSG00000255387.1	6999	0.82
ENSG00000213606.3	4999	0.47
ENSG00000028116.18	3999	1.07
ENSG00000186965.5	5499	0.79
ENSG00000258175.1	3999	0.3
ENSG00000226448.1	4999	1.42
ENSG00000232079.7	3999	2.1
ENSG00000197111.16	7499	1.16
ENSG00000154310.17	3999	0.32
ENSG00000273456.2	5499	1.68
ENSG00000197238.5	8499	1.99
ENSG00000124251.11	4499	0.68
ENSG00000125726.11	4499	0.8
ENSG00000230228.2	4999	0.57
ENSG00000289866.1	3999	0.3
ENSG00000250642.3	4999	0.94
ENSG00000279111.2	4499	0.48
ENSG00000258244.1	3999	0.35
ENSG00000285603.1	3999	0.82
ENSG00000100416.15	3999	1.26
ENSG00000261654.1	9499	0.55
ENSG00000132912.13	5499	0.6
ENSG00000152556.17	5999	0.8
ENSG00000290694.1	7999	0.5
ENSG00000134183.13	4499	0.34
ENSG00000287830.1	6499	1.26
ENSG00000154258.17	4499	0.31
ENSG00000118579.13	3999	0.36
ENSG00000138050.15	6499	0.49
ENSG00000287380.1	3999	0.4
ENSG00000250990.1	6999	0.74
ENSG00000141027.23	5999	2.78
ENSG00000258670.1	4499	0.99
ENSG00000255714.1	10999	0.51
ENSG00000113522.14	5999	0.98
ENSG00000286122.1	5499	0.76
ENSG00000231228.4	4499	0.54
ENSG00000259178.1	3999	0.4
ENSG00000176742.3	3999	0.9
ENSG00000250441.1	4999	0.8
ENSG00000149742.10	7499	0.58
ENSG00000154898.17	4499	0.73
ENSG00000242390.1	3999	0.98
ENSG00000151532.15	4999	0.34
ENSG00000081307.15	4999	0.46
ENSG00000280047.1	3999	0.48
ENSG00000289421.1	6999	0.49
ENSG00000172175.16	3999	0.64
