ID	Length	dBGLF5_08.Aligned.sortedByCoord.out
ENSG00000250990.1	6999	0.72
ENSG00000180329.14	6999	0.67
ENSG00000225233.2	3999	0.68
ENSG00000175556.17	4499	0.59
ENSG00000214604.3	7499	0.63
ENSG00000290612.1	3999	0.68
ENSG00000137496.19	4999	1.25
ENSG00000278754.1	3999	0.6
ENSG00000287502.1	3999	0.4
ENSG00000293268.1	3999	0.83
ENSG00000287330.1	3999	0.42
ENSG00000204361.10	6499	1.07
ENSG00000111536.5	3999	0.49
ENSG00000251293.1	4999	0.89
ENSG00000075420.13	9499	0.7
ENSG00000173726.11	5499	0.46
ENSG00000164500.7	3999	0.48
ENSG00000119953.14	11499	0.58
ENSG00000105373.19	3999	0.58
ENSG00000255487.1	7499	0.54
ENSG00000200278.1	6499	0.72
ENSG00000236844.1	9999	1.1
ENSG00000265678.1	22499	2.3
ENSG00000250474.2	5499	0.35
ENSG00000259732.1	4499	0.68
ENSG00000238012.2	4499	0.32
ENSG00000168906.13	4999	0.47
ENSG00000101109.13	12999	1.05
ENSG00000178567.8	14499	1.02
ENSG00000099968.18	4499	0.73
ENSG00000149124.11	3999	0.81
ENSG00000197713.15	3999	0.38
ENSG00000287830.1	6999	0.91
ENSG00000257519.1	4499	0.48
ENSG00000266852.2	10499	0.73
ENSG00000068784.13	3999	0.44
ENSG00000258072.2	3999	0.74
ENSG00000122033.15	3999	0.49
ENSG00000218233.1	7999	0.98
ENSG00000176933.5	3999	0.48
ENSG00000132842.15	4999	0.8
ENSG00000274317.2	4999	0.37
ENSG00000277157.2	3999	0.37
ENSG00000272086.2	3999	0.25
ENSG00000286003.1	4499	1.13
ENSG00000022840.17	5499	0.66
ENSG00000267691.1	5999	1.0
ENSG00000242390.1	4999	0.57
ENSG00000100220.12	4499	1.07
ENSG00000261096.1	4999	0.36
ENSG00000133805.16	5499	0.62
ENSG00000121594.12	3999	1.36
ENSG00000121390.19	7499	0.55
ENSG00000131495.9	6499	1.4
ENSG00000033327.13	4999	0.49
ENSG00000255733.6	3999	0.47
ENSG00000163660.12	10499	0.87
ENSG00000273542.2	5499	0.55
ENSG00000260349.1	3999	1.03
ENSG00000173145.11	3999	0.55
ENSG00000197798.9	4499	0.67
ENSG00000261654.1	6999	0.46
ENSG00000272672.1	4499	1.18
ENSG00000115486.13	3999	1.78
ENSG00000011198.10	4499	0.74
ENSG00000184277.13	4499	0.38
ENSG00000079134.13	3999	0.36
ENSG00000134575.13	4499	0.74
ENSG00000284343.1	4499	0.35
ENSG00000290923.1	4499	0.53
ENSG00000175467.15	4499	0.71
ENSG00000236950.1	4999	0.73
ENSG00000132912.13	4999	0.63
ENSG00000277895.1	4999	0.59
ENSG00000173612.10	3999	0.6
ENSG00000200326.1	6999	0.43
ENSG00000108306.13	13499	0.56
ENSG00000200169.1	4999	0.85
ENSG00000064995.19	7499	0.73
ENSG00000111725.11	4499	0.51
ENSG00000177613.9	4499	0.48
ENSG00000137076.22	4499	0.54
ENSG00000289332.2	7499	0.64
ENSG00000132300.19	10999	1.92
ENSG00000028116.18	3999	0.65
ENSG00000131931.8	5499	0.74
ENSG00000121931.16	8999	0.55
ENSG00000109771.16	4499	0.65
ENSG00000180098.9	4999	2.73
ENSG00000200487.1	4999	0.57
ENSG00000136273.13	4499	0.39
ENSG00000185238.13	7999	0.61
ENSG00000213606.3	3999	0.54
ENSG00000137478.15	13999	0.74
ENSG00000258175.1	3999	0.4
ENSG00000267106.9	3999	0.89
ENSG00000135426.16	5499	0.58
ENSG00000237522.1	5499	0.7
ENSG00000168872.17	5999	0.54
ENSG00000286013.1	4999	1.69
ENSG00000290935.1	3999	0.42
ENSG00000183048.12	3999	0.51
ENSG00000251463.2	3999	0.36
ENSG00000276043.5	4499	0.38
ENSG00000065600.13	7499	0.54
ENSG00000243144.7	6999	0.37
ENSG00000293077.1	6999	0.74
ENSG00000197238.5	7999	2.71
ENSG00000179262.10	5499	1.44
ENSG00000143319.17	4999	0.72
ENSG00000286722.1	8999	0.55
ENSG00000056558.11	5499	4.29
ENSG00000164070.12	12999	0.59
ENSG00000140941.14	4999	0.68
ENSG00000158195.11	8999	1.08
ENSG00000197885.11	6999	1.17
ENSG00000111786.10	9499	0.56
ENSG00000228902.1	4499	0.38
ENSG00000278874.1	4499	0.5
ENSG00000186532.12	6499	2.04
ENSG00000122566.22	10999	2.84
ENSG00000278948.1	6999	2.5
ENSG00000286692.1	8499	1.06
ENSG00000143119.14	3999	0.38
ENSG00000136436.15	8499	2.31
ENSG00000141027.23	5999	2.02
ENSG00000092871.17	3999	0.41
ENSG00000075651.17	4999	0.41
ENSG00000168126.3	9999	1.23
ENSG00000243056.2	10499	0.54
ENSG00000203995.11	7999	0.89
ENSG00000232271.1	6999	0.47
ENSG00000138593.9	11499	0.81
ENSG00000207214.1	4499	0.6
ENSG00000123636.19	3999	0.28
ENSG00000096080.12	3999	0.44
ENSG00000284640.1	11499	0.59
ENSG00000250441.1	4999	0.94
ENSG00000228126.1	4499	0.84
ENSG00000119231.11	5499	0.58
ENSG00000152465.18	4999	0.68
ENSG00000171824.14	6499	0.73
ENSG00000126067.12	6999	0.49
ENSG00000137054.16	6499	0.53
ENSG00000133067.18	3999	0.43
ENSG00000204682.9	3999	0.58
ENSG00000229009.8	3999	0.64
ENSG00000233223.5	4999	1.99
ENSG00000286546.1	6499	1.06
