ID	Length	dBGLF5_04.Aligned.sortedByCoord.out
ENSG00000151150.22	3999	47.0
ENSG00000201491.1	5999	289.5
ENSG00000123268.9	11999	266.0
ENSG00000237522.1	4999	64.0
ENSG00000113716.13	3999	32.0
ENSG00000286845.1	6999	63.0
ENSG00000205659.12	8999	155.0
ENSG00000288818.1	12999	248.0
ENSG00000185238.13	5999	107.5
ENSG00000293077.1	8999	134.5
ENSG00000251293.1	8499	221.0
ENSG00000134001.15	4499	46.0
ENSG00000289060.1	5499	58.0
ENSG00000171659.16	5499	65.0
ENSG00000104147.9	23999	881.0
ENSG00000251381.8	5499	32.0
ENSG00000226448.1	4999	151.5
ENSG00000186965.5	5499	93.0
ENSG00000197238.5	8499	360.5
ENSG00000214604.3	6499	108.0
ENSG00000236950.1	4999	90.5
ENSG00000182634.9	5499	65.5
ENSG00000267592.1	3999	68.0
ENSG00000077232.19	3999	78.0
ENSG00000286316.1	3999	40.0
ENSG00000111305.19	6499	96.0
ENSG00000270241.1	6999	99.5
ENSG00000111224.14	8499	79.0
ENSG00000290935.1	3999	64.0
ENSG00000108306.13	7999	117.0
ENSG00000261654.1	9499	111.0
ENSG00000240704.1	3999	32.0
ENSG00000118579.13	3999	30.5
ENSG00000125534.10	7499	82.5
ENSG00000286545.1	6499	71.0
ENSG00000219532.2	4999	31.0
ENSG00000290612.1	3999	103.0
ENSG00000186532.12	6499	202.5
ENSG00000236226.1	5499	58.0
ENSG00000287663.1	4499	28.0
ENSG00000236838.2	5999	71.0
ENSG00000276071.1	4499	50.5
ENSG00000255977.1	4999	31.5
ENSG00000164253.14	9999	195.5
ENSG00000213606.3	4999	50.0
ENSG00000254418.1	4999	75.5
ENSG00000286745.1	3999	25.5
ENSG00000278637.2	8999	166.0
ENSG00000228872.2	5499	95.5
ENSG00000149742.10	7499	92.5
ENSG00000242767.1	3999	48.5
ENSG00000175556.17	4499	64.5
ENSG00000082068.9	4499	43.0
ENSG00000180098.9	4999	245.5
ENSG00000287830.1	6499	175.0
ENSG00000161664.7	10499	148.5
ENSG00000293110.1	10999	376.5
ENSG00000272672.1	4499	123.0
ENSG00000264345.2	4499	45.0
ENSG00000066933.17	4999	58.0
ENSG00000168126.3	12499	336.5
ENSG00000170819.5	3999	55.0
ENSG00000242121.3	7999	138.5
ENSG00000136436.15	7999	278.5
ENSG00000237074.2	4999	80.5
ENSG00000028116.18	3999	91.5
ENSG00000132912.13	5499	70.0
ENSG00000235514.1	3999	53.0
ENSG00000283601.1	4999	44.5
ENSG00000053372.5	6499	185.5
ENSG00000171503.13	9499	210.0
ENSG00000121390.19	5999	71.0
ENSG00000176532.4	4499	41.0
ENSG00000278874.1	11499	151.5
ENSG00000231228.4	4499	52.0
ENSG00000197756.10	6499	60.5
ENSG00000290474.1	4499	71.0
ENSG00000224286.6	5499	51.0
ENSG00000261478.1	6499	81.0
ENSG00000175619.3	8499	92.0
ENSG00000232750.2	4999	50.5
ENSG00000286546.1	7499	137.5
ENSG00000219257.2	4499	33.5
ENSG00000151532.15	4999	36.0
ENSG00000285603.1	3999	70.0
ENSG00000118407.15	3999	49.0
ENSG00000184937.16	3999	41.0
ENSG00000173588.16	4999	40.0
ENSG00000263080.1	5499	50.0
ENSG00000176463.14	6999	121.0
ENSG00000186638.17	5999	65.0
ENSG00000164070.12	12499	222.0
ENSG00000044115.21	4999	80.0
ENSG00000175467.15	7499	157.5
ENSG00000175066.16	3999	72.0
ENSG00000104131.13	3999	49.0
ENSG00000271991.3	5499	88.5
ENSG00000121774.18	4999	85.5
ENSG00000172901.21	3999	33.0
ENSG00000225269.3	6499	80.5
ENSG00000117481.11	4999	68.5
ENSG00000121594.12	7999	258.0
ENSG00000157540.22	4999	54.0
ENSG00000196152.10	4499	124.5
ENSG00000257519.1	3999	84.5
ENSG00000087302.9	9999	128.0
ENSG00000268845.1	6999	58.0
ENSG00000125726.11	4499	77.0
ENSG00000291022.1	5499	45.5
ENSG00000113595.15	5499	83.5
ENSG00000287380.1	3999	34.5
ENSG00000023902.14	3999	61.5
ENSG00000271265.1	4999	52.0
ENSG00000233593.12	5499	47.0
ENSG00000149124.11	3999	72.0
ENSG00000136250.12	3999	38.0
ENSG00000272842.1	5499	57.5
ENSG00000134575.13	4499	72.0
ENSG00000152455.16	9999	239.5
ENSG00000250642.3	4999	100.5
ENSG00000288880.2	5999	65.0
ENSG00000154310.17	3999	27.0
ENSG00000255387.1	6999	123.0
ENSG00000218233.1	6499	107.0
ENSG00000141027.23	5999	356.0
ENSG00000124251.11	4499	65.5
ENSG00000242390.1	3999	83.5
ENSG00000259732.1	4999	97.5
ENSG00000163521.16	4999	43.5
ENSG00000115486.13	3999	156.5
ENSG00000133026.14	3999	86.0
ENSG00000137054.16	4499	62.5
ENSG00000176742.3	3999	77.0
ENSG00000038427.16	3999	35.0
ENSG00000004766.17	15999	373.5
ENSG00000116560.12	7499	213.0
ENSG00000255138.1	4499	45.5
ENSG00000224595.1	3999	61.0
ENSG00000228536.3	6499	76.0
ENSG00000154258.17	4499	30.0
ENSG00000223993.2	4999	148.0
ENSG00000216708.1	4999	55.5
ENSG00000223813.5	3999	31.0
ENSG00000286013.1	4499	150.5
ENSG00000293268.1	3999	64.0
ENSG00000115839.19	7499	146.5
ENSG00000230322.1	5499	192.0
ENSG00000000457.14	4999	99.0
ENSG00000180828.3	4499	76.0
ENSG00000186765.12	8499	85.5
ENSG00000109771.16	5499	62.5
ENSG00000163046.16	7999	97.5
ENSG00000266933.2	7999	423.0
ENSG00000132300.19	10999	397.5
ENSG00000180329.14	10999	190.5
ENSG00000099968.18	4499	80.0
ENSG00000286122.1	5499	89.5
ENSG00000056558.11	4999	418.0
ENSG00000255714.1	10999	121.0
ENSG00000201900.1	3999	52.5
ENSG00000008952.17	9499	285.5
ENSG00000273456.2	5499	197.0
ENSG00000114638.8	3999	59.0
ENSG00000287733.1	9999	421.5
