ID	Length	dBGLF5_07.Aligned.sortedByCoord.out
ENSG00000109270.13	7999	1.28
ENSG00000172977.13	5499	1.28
ENSG00000053372.5	8499	2.95
ENSG00000163660.12	18499	2.36
ENSG00000167721.11	4999	0.71
ENSG00000213339.9	4499	0.86
ENSG00000113312.12	7499	0.51
ENSG00000278876.1	10999	1.14
ENSG00000111196.10	3999	0.8
ENSG00000115486.13	3999	3.96
ENSG00000111364.16	8999	0.59
ENSG00000122033.15	5499	0.57
ENSG00000203993.7	5499	0.92
ENSG00000196367.15	3999	0.74
ENSG00000130429.16	13499	1.32
ENSG00000287077.1	3999	0.61
ENSG00000279884.1	9499	0.8
ENSG00000258727.1	6499	1.38
ENSG00000231654.1	8999	0.68
ENSG00000274695.1	12499	1.25
ENSG00000137073.24	7999	0.9
ENSG00000158545.16	8499	0.57
ENSG00000230532.1	4499	1.65
ENSG00000105373.19	7999	0.7
ENSG00000065600.13	13999	1.27
ENSG00000180354.16	4999	0.59
ENSG00000262492.1	6499	0.58
ENSG00000228126.1	4999	1.52
ENSG00000103591.13	5999	0.42
ENSG00000128590.5	5999	0.9
ENSG00000011454.18	12499	0.87
ENSG00000112306.8	6499	0.59
ENSG00000199325.1	5499	1.25
ENSG00000168566.13	8999	1.08
ENSG00000146842.17	9499	1.17
ENSG00000134265.13	4999	0.75
ENSG00000180098.9	8999	7.81
ENSG00000271936.1	4499	0.91
ENSG00000223356.1	6999	0.71
ENSG00000239335.4	14499	1.0
ENSG00000138674.17	3999	0.39
ENSG00000138326.21	4499	1.13
ENSG00000198168.9	3999	0.73
ENSG00000116874.12	4499	0.65
ENSG00000141741.12	6499	0.81
ENSG00000164151.12	4499	1.16
ENSG00000239300.6	4999	0.52
ENSG00000089280.19	20999	1.35
ENSG00000258441.1	5499	3.48
ENSG00000270679.1	10999	0.65
ENSG00000168906.13	12499	3.04
ENSG00000122566.22	10999	6.63
ENSG00000029363.17	7999	0.97
ENSG00000135426.16	5499	0.42
ENSG00000185127.7	3999	0.66
ENSG00000130816.17	5999	0.57
ENSG00000273597.1	4499	0.43
ENSG00000261266.2	6999	0.51
ENSG00000117000.9	4499	0.5
ENSG00000101367.9	8499	1.54
ENSG00000202538.1	3999	0.63
ENSG00000115464.15	3999	0.71
ENSG00000125534.10	11499	2.81
ENSG00000119953.14	11499	1.26
ENSG00000197265.9	15999	0.69
ENSG00000064652.11	3999	0.3
ENSG00000175356.14	10499	0.7
ENSG00000173726.11	13160	1.04
ENSG00000140259.7	4999	1.07
ENSG00000221978.13	10499	1.33
ENSG00000276368.2	5999	0.62
ENSG00000263529.2	6499	0.51
ENSG00000288880.2	6499	0.62
ENSG00000115677.18	4999	0.91
ENSG00000198832.11	5499	0.5
ENSG00000184277.13	4999	0.6
ENSG00000147601.15	3999	0.5
ENSG00000270802.2	17999	0.87
ENSG00000172543.9	7999	1.4
ENSG00000104133.16	6999	0.42
ENSG00000239039.1	3999	1.67
ENSG00000255819.7	3999	0.36
ENSG00000188229.6	4499	0.65
ENSG00000106554.13	4999	0.51
ENSG00000197728.11	6499	1.02
ENSG00000151694.15	12499	1.1
ENSG00000124602.10	3999	0.51
ENSG00000178381.12	3999	0.86
ENSG00000080839.12	3999	1.1
ENSG00000272672.1	16999	3.66
ENSG00000258947.8	4499	0.64
ENSG00000224950.2	5999	0.95
ENSG00000260282.1	3999	0.75
ENSG00000273253.2	6499	0.55
ENSG00000168126.3	12499	1.92
ENSG00000287286.1	4999	0.52
ENSG00000168872.17	5999	2.23
ENSG00000291101.1	7999	0.76
ENSG00000076258.10	5499	0.55
ENSG00000116649.10	9499	1.75
ENSG00000153037.15	3999	0.55
ENSG00000257702.5	4499	2.54
ENSG00000288753.1	4499	0.57
ENSG00000218233.1	7999	1.94
ENSG00000028116.18	4999	1.59
ENSG00000290164.1	6499	0.94
ENSG00000175467.15	7499	1.74
ENSG00000128891.17	4999	1.42
ENSG00000224424.8	7999	0.53
ENSG00000105656.13	4999	0.66
ENSG00000170222.12	3999	0.48
ENSG00000143183.18	5999	0.87
ENSG00000161204.12	5499	0.75
ENSG00000287510.1	27999	0.99
ENSG00000261526.3	7999	1.11
ENSG00000056558.11	5499	7.48
ENSG00000257052.1	3999	1.22
ENSG00000197451.12	16499	7.75
ENSG00000123268.9	10499	4.72
ENSG00000271283.1	9999	0.74
ENSG00000272345.1	28499	0.85
ENSG00000273162.1	22999	3.7
ENSG00000100418.8	10499	1.03
ENSG00000139990.18	4999	0.5
ENSG00000152556.17	10499	1.51
ENSG00000113810.16	11999	1.02
ENSG00000177646.20	3999	0.41
ENSG00000213380.16	8999	1.09
ENSG00000187742.15	10999	4.45
ENSG00000135763.10	9999	0.75
ENSG00000291008.1	4499	1.45
ENSG00000125445.11	8499	1.82
ENSG00000178297.15	3999	1.12
ENSG00000171824.14	6499	1.39
ENSG00000180626.10	5999	1.11
ENSG00000123146.20	6499	1.1
ENSG00000214106.9	3999	0.64
ENSG00000198026.8	12499	1.25
ENSG00000259547.1	6999	0.92
ENSG00000079387.15	5999	1.08
ENSG00000095564.15	4499	0.77
ENSG00000224367.7	4999	1.46
ENSG00000103037.12	4499	0.64
ENSG00000113522.14	8999	1.39
ENSG00000116771.6	4999	0.71
ENSG00000077232.19	3999	0.56
ENSG00000180423.4	5999	0.81
ENSG00000125691.14	5499	1.24
ENSG00000197885.11	25999	1.66
ENSG00000133805.16	13999	1.14
ENSG00000290812.1	5999	0.95
ENSG00000071082.11	19499	0.7
ENSG00000064995.19	8499	1.21
ENSG00000121774.18	11999	0.85
ENSG00000226158.1	3999	0.44
ENSG00000218739.10	9499	0.89
ENSG00000258890.8	9999	0.84
ENSG00000131153.9	4499	0.79
ENSG00000134108.14	4499	0.54
ENSG00000164241.14	3999	0.33
ENSG00000053371.13	9999	0.54
ENSG00000116560.12	9499	3.32
ENSG00000284452.1	5499	2.61
ENSG00000263961.8	9499	0.55
ENSG00000205740.2	7499	0.78
ENSG00000010244.19	19999	0.61
ENSG00000241258.7	12499	0.95
ENSG00000096080.12	7499	0.96
ENSG00000142937.12	4999	0.89
ENSG00000118557.16	4499	0.53
ENSG00000100241.22	4999	0.47
ENSG00000086061.16	13499	1.77
ENSG00000291118.1	3999	0.92
ENSG00000226386.1	5999	0.55
ENSG00000163938.17	4499	1.37
ENSG00000197044.11	3999	0.56
ENSG00000185475.11	5999	0.95
ENSG00000284343.1	5999	1.1
ENSG00000234883.7	12999	1.35
ENSG00000092931.12	8499	1.35
ENSG00000130255.13	16999	1.05
ENSG00000197170.10	3999	1.0
ENSG00000256349.1	7499	0.61
ENSG00000201469.1	9499	0.65
ENSG00000131378.14	7999	0.76
ENSG00000293486.1	4499	0.79
ENSG00000187987.10	3999	0.49
ENSG00000067365.15	4999	0.85
ENSG00000275106.1	4499	0.82
ENSG00000178567.8	16499	3.18
ENSG00000165678.22	8499	0.93
ENSG00000164919.11	7999	0.56
ENSG00000165650.12	3999	0.79
ENSG00000266072.1	13999	2.25
ENSG00000291043.1	6499	0.74
ENSG00000189298.14	4999	0.88
ENSG00000239494.2	4999	0.76
ENSG00000141027.23	7499	3.91
ENSG00000161547.17	6999	0.94
ENSG00000125257.16	3999	0.77
ENSG00000196787.4	6999	0.58
ENSG00000124251.11	14499	0.75
ENSG00000167112.10	6999	0.92
ENSG00000086015.23	4999	0.57
ENSG00000075151.24	5999	1.05
ENSG00000228474.6	9999	1.27
ENSG00000263080.1	3999	1.84
ENSG00000134575.13	4499	1.72
ENSG00000265450.1	4499	0.48
ENSG00000122359.18	3999	0.68
ENSG00000140319.11	6999	0.59
ENSG00000149084.13	10999	0.78
ENSG00000087157.19	7499	0.78
ENSG00000102786.15	4999	0.56
ENSG00000254418.1	5499	2.1
ENSG00000160917.15	4499	0.66
ENSG00000008952.17	9499	1.43
ENSG00000289393.1	5999	0.89
ENSG00000115839.19	9499	1.67
ENSG00000118363.13	6999	0.74
ENSG00000175756.14	8499	0.63
ENSG00000006704.11	4499	0.47
ENSG00000068079.8	4999	0.78
ENSG00000236844.1	11999	1.24
ENSG00000266852.2	11999	1.45
ENSG00000121766.16	4999	0.67
ENSG00000124228.15	3999	0.46
ENSG00000126934.15	3999	1.14
ENSG00000136888.8	5999	0.73
ENSG00000196290.17	7499	0.75
ENSG00000197713.15	7499	0.75
ENSG00000279613.1	7499	1.77
ENSG00000131495.9	6999	1.27
ENSG00000145494.12	14999	4.07
ENSG00000293473.1	4999	0.57
ENSG00000141562.19	9499	1.74
ENSG00000271991.3	3999	1.24
ENSG00000197647.13	7499	0.59
ENSG00000258172.1	6499	0.52
ENSG00000146426.19	5999	0.56
ENSG00000175556.17	4499	1.39
ENSG00000105556.12	4999	1.38
ENSG00000177673.4	6999	1.09
ENSG00000161980.6	10999	0.8
ENSG00000237638.3	14499	1.29
ENSG00000142676.14	11499	0.73
ENSG00000286646.2	3999	0.67
ENSG00000169495.5	9999	3.74
ENSG00000104783.15	5499	0.92
ENSG00000229585.4	4499	0.46
ENSG00000151502.11	4999	0.64
ENSG00000288906.1	4999	3.64
ENSG00000168056.18	17999	4.27
ENSG00000196652.12	3999	0.93
ENSG00000100416.15	3999	4.93
ENSG00000276043.5	5499	1.01
ENSG00000133112.17	8999	0.9
ENSG00000180329.14	6999	1.73
ENSG00000223993.2	4999	0.54
ENSG00000184988.8	5499	0.9
ENSG00000100364.19	5499	0.63
ENSG00000250486.5	11999	0.53
ENSG00000135250.17	6499	0.73
ENSG00000266962.3	6999	0.86
ENSG00000214087.9	8499	1.6
ENSG00000118579.13	8499	1.46
ENSG00000105246.6	10499	1.35
ENSG00000286722.1	19999	1.29
ENSG00000227176.1	4999	0.6
ENSG00000136930.13	16499	0.94
ENSG00000188725.8	8499	0.73
ENSG00000150459.13	14999	0.85
ENSG00000154262.13	4499	0.68
ENSG00000185049.16	4499	0.94
ENSG00000178935.5	3999	0.81
ENSG00000126767.18	6499	0.98
ENSG00000179262.10	6499	4.33
ENSG00000270804.2	5499	0.8
ENSG00000178057.15	6499	1.14
ENSG00000003756.17	5499	1.14
ENSG00000258159.1	4999	0.57
ENSG00000198586.14	8999	0.87
ENSG00000259780.3	4499	0.52
ENSG00000289421.1	9999	2.14
ENSG00000121957.15	4499	0.93
ENSG00000255537.1	4499	0.47
ENSG00000101310.17	5999	5.46
ENSG00000154310.17	4499	0.67
ENSG00000203995.11	9499	4.24
ENSG00000164253.14	6999	0.67
ENSG00000116903.7	9499	1.5
ENSG00000104131.13	13499	2.15
ENSG00000109519.14	10499	0.94
ENSG00000004766.17	6499	0.7
ENSG00000087302.9	20499	2.27
ENSG00000272764.1	4499	1.39
ENSG00000011198.10	26499	1.67
ENSG00000137076.22	3999	1.24
ENSG00000162377.6	3999	0.81
ENSG00000273542.2	5499	0.86
ENSG00000273456.2	5499	4.37
ENSG00000138081.22	4499	0.73
ENSG00000143924.19	7999	0.63
