ID	Length	dBGLF5_02.Aligned.sortedByCoord.out
ENSG00000132485.14	8999	0.62
ENSG00000007944.15	4499	0.53
ENSG00000119509.13	5499	1.65
ENSG00000270802.2	7499	0.86
ENSG00000127311.10	3999	2.15
ENSG00000196743.9	3999	4.19
ENSG00000119408.17	5999	19.46
ENSG00000291033.1	3999	0.93
ENSG00000112996.11	7999	1.03
ENSG00000185404.17	4499	0.72
ENSG00000116761.12	5499	2.9
ENSG00000232271.1	6999	1.98
ENSG00000104671.8	3999	0.52
ENSG00000165304.8	4499	0.4
ENSG00000239494.2	6999	0.6
ENSG00000269921.1	3999	0.54
ENSG00000244538.1	11499	4.71
ENSG00000173145.11	3999	0.74
ENSG00000104147.9	11999	0.57
ENSG00000213413.3	13999	1.22
ENSG00000224950.2	5999	1.91
ENSG00000164975.16	12999	0.69
ENSG00000158042.9	4499	0.76
ENSG00000012817.16	4499	0.77
ENSG00000150756.14	4999	0.42
ENSG00000228474.6	8999	1.11
ENSG00000002919.15	5499	0.51
ENSG00000164167.12	4999	1.05
ENSG00000152256.14	6499	0.81
ENSG00000069493.15	4499	0.56
ENSG00000170222.12	3999	0.52
ENSG00000073605.19	3999	0.43
ENSG00000082641.16	9499	0.57
ENSG00000236842.1	3999	0.74
ENSG00000110777.12	7499	1.26
ENSG00000248866.1	5499	0.7
ENSG00000118961.15	4999	0.61
ENSG00000186063.13	5999	0.65
ENSG00000146858.8	3999	3.47
ENSG00000115942.9	3999	0.29
ENSG00000123992.20	3999	0.4
ENSG00000245937.10	4499	0.4
ENSG00000153044.10	4999	0.7
ENSG00000290989.1	6999	0.86
ENSG00000107185.10	7999	0.92
ENSG00000276071.1	5499	0.53
ENSG00000225377.6	4999	0.63
ENSG00000142676.14	6499	0.6
ENSG00000128891.17	8499	0.61
ENSG00000247134.8	4499	0.91
ENSG00000285972.1	19499	1.92
ENSG00000183684.8	8999	0.52
ENSG00000288772.2	5999	0.41
ENSG00000261101.2	10499	0.9
ENSG00000134330.19	4499	0.83
ENSG00000272599.2	5499	0.57
ENSG00000104951.16	6499	0.76
ENSG00000010244.19	18999	1.05
ENSG00000183808.12	7499	1.17
ENSG00000154124.6	18499	2.46
ENSG00000249471.8	3999	0.63
ENSG00000127191.18	6999	0.48
ENSG00000278876.1	4499	0.48
ENSG00000185947.15	6499	0.97
ENSG00000291120.1	4499	0.35
ENSG00000225975.8	4999	0.79
ENSG00000203995.11	8999	2.57
ENSG00000102158.22	3999	0.81
ENSG00000275801.1	9499	1.02
ENSG00000229267.3	4999	1.74
ENSG00000168495.13	4999	0.94
ENSG00000287265.1	9999	1.45
ENSG00000263528.8	6499	0.68
ENSG00000121594.12	13499	2.58
ENSG00000173588.16	7499	0.49
ENSG00000168137.20	4499	0.51
ENSG00000125037.13	3999	0.69
ENSG00000232104.5	4499	1.43
ENSG00000292979.1	5999	1.02
ENSG00000108798.9	6999	0.55
ENSG00000293495.1	3999	0.33
ENSG00000196152.10	4499	1.88
ENSG00000270804.2	4999	1.06
ENSG00000198612.11	5999	0.85
ENSG00000240143.1	4499	0.62
ENSG00000092931.12	4499	0.4
ENSG00000286546.1	7499	5.93
ENSG00000285554.1	7499	0.61
ENSG00000197043.15	6999	1.74
ENSG00000274383.1	4499	0.65
ENSG00000257221.4	21499	1.53
ENSG00000258572.1	4499	0.73
ENSG00000011478.13	3999	0.52
ENSG00000173890.17	3999	0.5
ENSG00000196081.10	6499	0.68
ENSG00000139133.7	7499	1.75
ENSG00000164405.11	6499	1.02
ENSG00000291143.1	18999	0.99
ENSG00000156735.11	9499	0.48
ENSG00000249741.2	9499	0.9
ENSG00000197008.10	9499	0.43
ENSG00000107263.19	10499	0.46
ENSG00000197646.8	4499	0.52
ENSG00000289562.2	3999	0.48
ENSG00000090487.11	11499	2.58
ENSG00000291136.1	6999	0.49
ENSG00000079246.16	13999	2.19
ENSG00000048544.6	13499	0.51
ENSG00000186532.12	6499	1.46
ENSG00000139190.17	3999	1.14
ENSG00000132842.15	5499	0.51
ENSG00000273619.2	5499	0.33
ENSG00000288899.1	10499	2.6
ENSG00000143799.14	5499	0.65
ENSG00000131378.14	12999	0.62
ENSG00000290165.1	6999	0.78
ENSG00000262227.2	3999	2.37
ENSG00000173614.14	4499	0.37
ENSG00000173535.15	4499	1.59
ENSG00000233912.1	7499	0.74
ENSG00000152689.18	9999	1.86
ENSG00000126953.8	4499	1.66
ENSG00000092203.15	3999	0.42
ENSG00000115561.16	3999	0.99
ENSG00000172171.11	3999	0.42
ENSG00000125657.5	3999	0.73
ENSG00000121089.4	5499	1.07
ENSG00000237190.4	3999	0.4
ENSG00000028116.18	5499	3.3
ENSG00000170142.12	7999	0.57
ENSG00000271361.1	4999	3.22
ENSG00000286909.1	3999	0.41
ENSG00000189362.12	5499	0.65
ENSG00000288788.1	12499	0.75
ENSG00000120280.6	6999	1.6
ENSG00000113812.14	7999	2.43
ENSG00000163568.16	5499	1.36
ENSG00000113522.14	5499	0.5
ENSG00000197713.15	7999	1.6
ENSG00000112679.15	9499	1.01
ENSG00000106153.13	4999	0.84
ENSG00000121390.19	7499	0.6
ENSG00000101343.15	5499	0.4
ENSG00000276116.2	4999	0.71
ENSG00000288904.2	6499	0.42
ENSG00000113328.20	5999	0.73
ENSG00000168259.17	6499	0.37
ENSG00000146192.15	8499	0.71
ENSG00000213672.8	5499	0.52
ENSG00000168291.13	8499	0.79
ENSG00000275418.1	7999	2.76
ENSG00000111850.11	5499	0.66
ENSG00000231476.1	14999	0.66
ENSG00000079263.19	3999	1.66
ENSG00000266385.1	3999	0.3
ENSG00000101367.9	3999	0.31
ENSG00000123353.10	4499	0.85
ENSG00000289053.2	3999	0.49
ENSG00000230155.8	6999	1.19
ENSG00000100418.8	7999	0.67
ENSG00000261366.1	8499	0.67
ENSG00000135679.27	5499	1.02
ENSG00000105373.19	3999	0.32
ENSG00000185515.16	5999	1.86
ENSG00000165118.15	3999	0.46
ENSG00000275074.2	4499	0.61
ENSG00000136273.13	7999	1.43
ENSG00000124243.19	5499	1.43
ENSG00000172728.16	6999	0.68
ENSG00000145287.11	3999	2.99
ENSG00000241634.1	4499	1.61
ENSG00000162594.17	4499	1.08
ENSG00000125910.6	4999	1.23
ENSG00000289155.2	4999	0.5
ENSG00000208018.1	7999	0.56
ENSG00000125726.11	4499	6.87
ENSG00000241258.7	7999	1.79
ENSG00000137054.16	6999	3.96
ENSG00000186265.10	6999	2.12
ENSG00000184988.8	5499	2.57
ENSG00000286817.1	4499	0.48
ENSG00000235366.3	6999	1.91
ENSG00000293076.1	5999	1.13
ENSG00000196646.12	4499	0.76
ENSG00000132436.13	7999	1.06
ENSG00000136874.11	3999	0.71
ENSG00000121281.13	4499	0.36
ENSG00000145850.9	4499	0.56
ENSG00000224220.1	7499	5.49
ENSG00000234883.7	12999	4.07
ENSG00000132465.12	5499	2.17
ENSG00000159958.7	5499	0.98
ENSG00000118363.13	7999	1.21
ENSG00000169679.15	3999	0.47
ENSG00000188725.8	8499	1.18
ENSG00000187987.10	10499	2.36
ENSG00000256690.1	3999	0.61
ENSG00000163257.11	6999	1.31
ENSG00000134575.13	4499	0.47
ENSG00000156587.16	6499	0.87
ENSG00000180626.10	5499	0.69
ENSG00000053371.13	10999	0.77
ENSG00000135185.12	7999	1.18
ENSG00000172650.15	3999	1.6
ENSG00000170144.22	8499	0.53
ENSG00000198624.13	12499	2.0
ENSG00000197888.3	9999	0.58
ENSG00000162241.13	3999	1.34
ENSG00000138303.19	3999	0.44
ENSG00000111727.12	3999	0.56
ENSG00000162924.16	11999	1.21
ENSG00000271936.1	4499	0.6
ENSG00000171320.15	4499	0.56
ENSG00000149634.5	3999	0.58
ENSG00000258878.1	4499	0.38
ENSG00000135912.11	5499	0.35
ENSG00000274422.1	7999	0.65
ENSG00000235852.1	6499	0.69
ENSG00000105246.6	10499	2.38
ENSG00000211598.2	5499	1.33
ENSG00000108639.8	3999	1.2
ENSG00000242444.4	5499	1.35
ENSG00000143119.14	14999	1.61
ENSG00000151532.15	9499	1.5
ENSG00000164241.14	9499	0.77
ENSG00000239407.5	10499	1.76
