ID	Length	WT_14.Aligned.sortedByCoord.out
ENSG00000164985.15	7499	210.0
ENSG00000175467.15	9999	397.5
ENSG00000130522.6	6999	151.5
ENSG00000261485.1	9499	126.5
ENSG00000139278.10	5499	51.0
ENSG00000256568.2	3999	124.0
ENSG00000244165.2	3999	56.0
ENSG00000159958.7	5499	151.0
ENSG00000268912.1	3999	158.0
ENSG00000287510.1	28499	1040.0
ENSG00000271882.1	3999	204.0
ENSG00000133943.21	6999	119.5
ENSG00000232999.1	5499	315.5
ENSG00000137054.16	15499	514.0
ENSG00000263080.1	6499	252.5
ENSG00000104442.10	9499	290.0
ENSG00000288753.1	3999	124.5
ENSG00000068079.8	4999	69.5
ENSG00000128891.17	5499	169.0
ENSG00000167721.11	13499	185.5
ENSG00000068001.14	4499	67.5
ENSG00000241878.12	4499	35.5
ENSG00000124251.11	18999	853.5
ENSG00000211695.2	4499	53.5
ENSG00000165699.15	12499	662.5
ENSG00000158286.13	5999	75.5
ENSG00000164674.17	10499	126.5
ENSG00000196670.14	3999	128.0
ENSG00000120860.11	4499	32.5
ENSG00000163528.13	4999	73.0
ENSG00000154124.6	16999	505.0
ENSG00000279571.3	5499	68.5
ENSG00000239407.5	10499	234.0
ENSG00000284934.3	4999	230.0
ENSG00000279569.1	5999	76.5
ENSG00000260947.1	4499	34.5
ENSG00000231473.5	6999	138.5
ENSG00000226853.5	4999	72.5
ENSG00000172175.16	4499	105.0
ENSG00000178297.15	3999	54.5
ENSG00000272662.1	7499	112.5
ENSG00000131378.14	10999	396.0
ENSG00000290085.1	4999	180.0
ENSG00000243056.2	8999	174.0
ENSG00000188725.8	5999	105.5
ENSG00000259539.1	14999	450.0
ENSG00000126461.15	5999	118.5
ENSG00000230295.1	7999	141.0
ENSG00000086061.16	13499	784.5
ENSG00000136937.13	19499	1267.0
ENSG00000026751.17	5999	102.5
ENSG00000112531.17	8999	157.0
ENSG00000077150.21	6499	116.0
ENSG00000196705.8	11999	129.0
ENSG00000186001.14	5999	59.5
ENSG00000092931.12	8499	215.0
ENSG00000167555.14	3999	51.0
ENSG00000230790.2	9499	416.5
ENSG00000185896.11	6499	170.5
ENSG00000101310.17	5999	423.0
ENSG00000141580.16	11499	1078.0
ENSG00000010244.19	3999	68.5
ENSG00000115297.11	7499	79.5
ENSG00000286000.1	3999	30.0
ENSG00000198026.8	15499	420.0
ENSG00000188921.14	5499	91.0
ENSG00000100216.6	4499	66.0
ENSG00000184937.16	3999	171.0
ENSG00000259712.1	4499	72.5
ENSG00000060558.4	8499	214.5
ENSG00000158457.6	7999	140.0
ENSG00000289257.2	29499	551.0
ENSG00000145414.9	6499	161.5
ENSG00000138336.9	3999	30.0
ENSG00000129055.13	10999	178.5
ENSG00000206965.1	6499	79.5
ENSG00000271536.1	4999	55.5
ENSG00000198887.9	3999	51.5
ENSG00000088888.18	3999	75.0
ENSG00000152455.16	11999	523.5
ENSG00000143799.14	5999	95.5
ENSG00000175115.13	3999	60.0
ENSG00000125347.15	6999	183.0
ENSG00000115808.13	4499	36.0
ENSG00000178188.16	5499	148.0
ENSG00000038210.14	12999	210.0
ENSG00000151176.8	6499	91.0
ENSG00000143776.20	7999	263.0
ENSG00000180626.10	5499	290.5
ENSG00000131508.17	10999	545.0
ENSG00000089335.22	6499	68.5
ENSG00000141741.12	6999	141.0
ENSG00000218233.1	9999	277.0
ENSG00000225611.3	4499	91.5
ENSG00000196081.10	8499	153.5
ENSG00000234793.1	10499	603.5
ENSG00000203993.7	5499	410.5
ENSG00000167136.7	3999	43.0
ENSG00000086232.13	4999	97.5
ENSG00000118514.14	6999	113.0
ENSG00000100219.17	6999	97.0
ENSG00000117262.19	7499	159.0
ENSG00000259547.1	3999	81.0
ENSG00000275709.1	5999	173.5
ENSG00000214087.9	15999	618.0
ENSG00000272263.1	3999	39.0
ENSG00000253351.2	19999	636.5
ENSG00000164548.12	12499	163.0
