ID	Length	dBGLF5_12.Aligned.sortedByCoord.out
ENSG00000164151.12	7999	176.5
ENSG00000287699.1	3999	51.5
ENSG00000176742.3	3999	55.0
ENSG00000170312.17	4499	51.5
ENSG00000137478.15	13999	461.5
ENSG00000229009.8	3999	85.0
ENSG00000104131.13	10999	383.5
ENSG00000198851.10	9499	214.5
ENSG00000183808.12	9499	178.5
ENSG00000175467.15	3999	123.5
ENSG00000120458.13	3999	72.0
ENSG00000162909.18	4499	65.0
ENSG00000142530.11	4499	54.0
ENSG00000145414.9	6499	86.5
ENSG00000291283.1	4499	66.5
ENSG00000131931.8	5499	104.5
ENSG00000177673.4	8499	184.0
ENSG00000099968.18	4499	125.5
ENSG00000119509.13	5499	132.0
ENSG00000185947.15	10999	376.0
ENSG00000228474.6	9999	270.0
ENSG00000251293.1	5499	124.0
ENSG00000267662.1	3999	30.0
ENSG00000121594.12	8999	588.5
ENSG00000126767.18	4999	97.0
ENSG00000173145.11	11499	241.5
ENSG00000263080.1	6499	77.0
ENSG00000250990.1	6499	82.5
ENSG00000116649.10	4499	205.0
ENSG00000167112.10	3999	76.5
ENSG00000170144.22	6499	85.5
ENSG00000167258.16	5499	99.5
ENSG00000227714.1	4499	38.5
ENSG00000127311.10	3999	69.5
ENSG00000104147.9	23999	2201.0
ENSG00000115486.13	4499	273.0
ENSG00000222312.1	4499	46.0
ENSG00000160633.13	5999	126.5
ENSG00000188725.8	5999	75.0
ENSG00000276043.5	4499	68.0
ENSG00000289421.1	6499	165.0
ENSG00000266072.1	13999	402.5
ENSG00000136731.13	3999	99.5
ENSG00000287510.1	15999	360.5
ENSG00000258727.1	6999	125.5
ENSG00000122194.20	8999	135.5
ENSG00000230438.9	15499	507.5
ENSG00000242121.3	5999	115.0
ENSG00000008952.17	9499	574.0
ENSG00000113812.14	3999	85.5
ENSG00000231691.2	7499	88.5
ENSG00000162511.8	5999	222.5
ENSG00000287238.1	3999	45.0
ENSG00000243056.2	14499	338.0
ENSG00000186815.13	9499	119.0
ENSG00000004142.12	4999	49.0
ENSG00000176978.15	5499	120.5
ENSG00000164253.14	16499	436.5
ENSG00000264317.2	3999	42.0
ENSG00000125534.10	10999	276.5
ENSG00000133805.16	10499	236.0
ENSG00000287138.1	3999	95.5
ENSG00000134815.19	5999	52.5
ENSG00000130429.16	6999	162.5
ENSG00000233912.1	5499	84.5
ENSG00000224239.1	3999	41.0
ENSG00000139278.10	8999	169.0
ENSG00000170852.12	6999	88.0
ENSG00000276071.1	5499	135.5
ENSG00000180626.10	5499	80.0
ENSG00000246790.2	4499	68.5
ENSG00000290164.1	4499	73.0
ENSG00000162869.16	4499	45.0
ENSG00000288899.1	10499	342.5
ENSG00000121390.19	7499	145.5
ENSG00000092871.17	8999	195.0
ENSG00000232079.7	4499	118.0
ENSG00000258379.1	4499	131.5
ENSG00000065600.13	13999	271.5
ENSG00000179840.5	5999	66.0
ENSG00000278874.1	3999	64.0
ENSG00000120662.16	11499	233.0
ENSG00000135446.17	4999	75.5
ENSG00000232999.1	3999	85.5
ENSG00000187555.17	3999	32.0
ENSG00000171503.13	9499	428.0
ENSG00000172943.21	5999	133.5
ENSG00000198624.13	4499	78.0
ENSG00000126266.4	4499	65.5
ENSG00000236844.1	9999	388.5
ENSG00000273703.2	3999	53.0
ENSG00000198171.13	6499	98.0
ENSG00000141385.12	4499	65.5
ENSG00000258285.1	4999	75.0
ENSG00000111725.11	4499	68.5
ENSG00000228646.3	6999	104.5
ENSG00000272606.2	5999	93.5
ENSG00000115839.19	7499	320.0
ENSG00000233223.5	5999	452.0
ENSG00000121774.18	6999	170.0
ENSG00000261478.1	4999	72.0
ENSG00000102595.22	4499	48.0
ENSG00000230295.1	7999	267.5
ENSG00000169679.15	3999	45.5
ENSG00000134905.17	9499	258.0
ENSG00000197713.15	5999	83.0
ENSG00000284602.1	3999	95.0
ENSG00000273456.2	6499	310.5
ENSG00000178567.8	12999	707.5
ENSG00000268912.1	3999	52.5
ENSG00000236901.6	4499	82.5
ENSG00000185515.16	5999	92.5
ENSG00000236591.1	4999	96.5
ENSG00000226448.1	4999	130.5
ENSG00000185238.13	7999	167.0
ENSG00000111252.11	8999	145.5
ENSG00000132475.10	10499	379.0
ENSG00000242100.2	3999	61.5
ENSG00000136861.19	9499	331.0
ENSG00000258441.1	5499	164.0
ENSG00000271283.1	4999	58.5
ENSG00000132912.13	6499	135.5
ENSG00000278177.1	3999	70.5
ENSG00000164776.11	4999	79.0
ENSG00000288880.2	5999	105.5
ENSG00000163938.17	3999	81.0
ENSG00000132432.14	8999	200.0
ENSG00000258254.1	3999	140.0
ENSG00000130733.11	12499	696.5
ENSG00000163660.12	8499	389.5
ENSG00000277895.1	4499	123.0
ENSG00000267106.9	7999	232.5
ENSG00000176953.13	6999	109.0
ENSG00000143319.17	9999	196.0
ENSG00000286546.1	6499	278.5
ENSG00000064995.19	10499	193.5
ENSG00000024048.11	6499	88.0
ENSG00000131018.25	4999	113.0
ENSG00000176809.11	3999	55.0
ENSG00000213115.2	3999	32.0
ENSG00000259732.1	8499	205.0
ENSG00000152455.16	8999	354.5
ENSG00000284343.1	4499	90.0
ENSG00000079387.15	6999	181.0
ENSG00000134575.13	4999	134.0
ENSG00000137185.13	4999	40.5
ENSG00000100416.15	3999	204.5
ENSG00000031691.7	4499	103.5
ENSG00000257052.1	3999	90.0
ENSG00000239282.8	13901	366.0
ENSG00000079246.16	10499	319.0
ENSG00000163257.11	6999	181.5
ENSG00000163046.16	7999	200.5
ENSG00000260920.2	7499	127.0
ENSG00000253930.1	7999	101.5
ENSG00000005812.11	3999	87.0
ENSG00000197111.16	7499	383.0
ENSG00000285972.1	6999	119.0
ENSG00000132842.15	4999	119.0
ENSG00000118363.13	6999	103.0
ENSG00000272842.1	5499	161.0
ENSG00000169684.13	5999	68.5
ENSG00000239221.3	7499	80.0
ENSG00000078898.7	5499	62.0
ENSG00000293268.1	3999	132.5
ENSG00000270900.1	5999	81.0
ENSG00000249128.1	5499	93.5
ENSG00000060237.19	4999	43.0
ENSG00000185475.11	4999	57.0
ENSG00000260823.1	4499	46.0
ENSG00000293110.1	10999	353.0
ENSG00000145494.12	14999	565.0
ENSG00000173992.9	4999	123.0
ENSG00000122566.22	10999	1260.0
ENSG00000151150.22	3999	60.5
ENSG00000225979.1	3999	56.0
ENSG00000286873.1	9499	149.5
ENSG00000168495.13	4999	128.0
ENSG00000271936.1	3999	66.5
ENSG00000232104.5	3999	54.5
ENSG00000115282.21	7499	291.0
ENSG00000134548.11	4499	36.0
ENSG00000207020.1	13499	262.5
ENSG00000224220.1	6499	135.5
ENSG00000269172.1	4999	90.0
ENSG00000044115.21	4999	120.5
ENSG00000158195.11	8999	371.0
ENSG00000196504.21	12499	460.0
ENSG00000119408.17	5999	391.0
ENSG00000275448.1	5499	76.0
ENSG00000168126.3	10499	536.5
ENSG00000124251.11	19499	548.5
ENSG00000180098.9	4999	494.0
ENSG00000114850.7	11999	143.0
ENSG00000100220.12	6999	188.5
ENSG00000273542.2	5499	72.0
ENSG00000086015.23	5499	91.5
ENSG00000222821.1	9499	304.5
ENSG00000197798.9	4999	135.5
ENSG00000176641.11	3999	69.5
ENSG00000178057.15	5499	118.5
ENSG00000107262.26	5499	66.5
ENSG00000118514.14	6499	105.5
