ID	Length	dBGLF5_02.Aligned.sortedByCoord.out
ENSG00000164241.14	9499	171.5
ENSG00000170142.12	7999	106.0
ENSG00000157483.9	9999	211.5
ENSG00000123992.20	3999	37.5
ENSG00000293076.1	5999	158.5
ENSG00000119408.17	5999	2731.0
ENSG00000125657.5	3999	68.0
ENSG00000054654.20	11499	192.0
ENSG00000186532.12	6499	222.5
ENSG00000198833.7	4999	146.5
ENSG00000224672.4	3999	22.5
ENSG00000143319.17	7999	172.5
ENSG00000092931.12	4499	42.0
ENSG00000106665.16	3999	31.0
ENSG00000171320.15	4499	59.0
ENSG00000289155.2	4999	58.0
ENSG00000056558.11	4999	315.5
ENSG00000121281.13	4499	38.0
ENSG00000152689.18	9999	434.0
ENSG00000113812.14	7999	455.5
ENSG00000198624.13	12499	585.0
ENSG00000170144.22	8499	104.5
ENSG00000150756.14	4999	49.0
ENSG00000127311.10	3999	201.5
ENSG00000273162.1	5499	109.0
ENSG00000132199.20	6499	152.5
ENSG00000156587.16	6499	132.5
ENSG00000146858.8	3999	325.0
ENSG00000126953.8	4499	175.0
ENSG00000120334.16	4499	178.0
ENSG00000115561.16	3999	92.5
ENSG00000121390.19	7499	105.5
ENSG00000178921.14	7999	90.5
ENSG00000213672.8	5499	66.5
ENSG00000178935.5	4499	60.0
ENSG00000257221.4	21499	767.5
ENSG00000101109.13	5999	109.0
ENSG00000286909.1	3999	38.0
ENSG00000162594.17	4499	114.0
ENSG00000131378.14	12999	189.5
ENSG00000197111.16	7499	123.0
ENSG00000101367.9	3999	29.0
ENSG00000053371.13	10999	198.5
ENSG00000156735.11	9499	107.5
ENSG00000292979.1	5999	142.5
ENSG00000102144.15	5499	156.0
ENSG00000272606.2	12999	208.0
ENSG00000241634.1	4499	169.0
ENSG00000121089.4	5499	137.5
ENSG00000116903.7	3999	85.0
ENSG00000102158.22	3999	75.5
ENSG00000134575.13	4499	49.5
ENSG00000187987.10	10499	579.5
ENSG00000188725.8	8499	235.5
ENSG00000108639.8	3999	112.0
ENSG00000181192.12	3999	48.0
ENSG00000164405.11	6499	155.5
ENSG00000232104.5	4499	150.5
ENSG00000104951.16	6499	115.5
ENSG00000274422.1	7999	121.0
