ID	Length	dBGLF5_10.Aligned.sortedByCoord.out
ENSG00000149218.5	4499	0.68
ENSG00000108599.15	6999	0.69
ENSG00000279369.1	8499	0.55
ENSG00000186787.10	4499	0.64
ENSG00000176142.13	3999	0.68
ENSG00000203995.11	8999	3.62
ENSG00000289378.1	7999	1.12
ENSG00000288942.1	4499	0.59
ENSG00000293076.1	6499	1.69
ENSG00000124243.19	5499	1.8
ENSG00000180357.10	5999	0.75
ENSG00000135905.21	3999	0.31
ENSG00000155229.21	4999	0.49
ENSG00000163507.15	5499	1.03
ENSG00000119878.6	3999	0.82
ENSG00000146205.15	4999	0.49
ENSG00000198951.12	6499	0.47
ENSG00000251131.3	4499	0.62
ENSG00000221923.9	7999	0.67
ENSG00000010244.19	28999	1.56
ENSG00000255487.1	4499	0.43
ENSG00000162924.16	11999	1.34
ENSG00000175309.15	3999	0.79
ENSG00000115165.10	25999	2.64
ENSG00000119403.15	4499	0.4
ENSG00000118816.11	3999	0.37
ENSG00000178057.15	5499	1.25
ENSG00000126464.15	4999	0.5
ENSG00000154310.17	3999	1.85
ENSG00000129128.13	9999	0.73
ENSG00000188725.8	5999	1.32
ENSG00000197265.9	15999	0.67
ENSG00000132603.15	3999	0.51
ENSG00000187987.10	10499	3.06
ENSG00000274403.1	3999	0.28
ENSG00000164933.13	13499	0.91
ENSG00000265491.5	9999	0.55
ENSG00000248870.1	10499	1.0
ENSG00000268521.1	6999	1.34
ENSG00000249096.7	7499	1.1
ENSG00000290931.1	23999	1.79
ENSG00000090487.11	16605	2.69
ENSG00000289031.1	4499	0.37
ENSG00000118961.15	5499	0.78
ENSG00000100220.12	3999	0.42
ENSG00000158457.6	7999	0.89
ENSG00000259326.1	8999	0.37
ENSG00000158195.11	3999	0.69
ENSG00000119509.13	8499	1.7
ENSG00000290085.1	13999	1.67
ENSG00000263961.8	14499	0.87
ENSG00000289567.2	5999	0.44
ENSG00000100412.17	5999	0.98
ENSG00000120280.6	5499	1.96
ENSG00000248866.1	4499	0.84
ENSG00000124151.19	6999	0.46
ENSG00000177556.12	17499	1.53
ENSG00000167625.12	3999	1.81
ENSG00000288899.1	10499	2.61
ENSG00000273162.1	9499	0.56
ENSG00000189298.14	4499	0.54
ENSG00000213413.3	13499	2.11
ENSG00000186265.10	6499	1.66
ENSG00000182934.12	4499	0.52
ENSG00000225830.16	7499	0.4
ENSG00000125910.6	4999	2.41
ENSG00000143119.14	16499	1.83
ENSG00000287990.1	8999	0.93
ENSG00000145287.11	3999	2.24
ENSG00000106526.12	5999	0.82
ENSG00000175567.11	7499	0.51
ENSG00000120725.13	7499	1.2
ENSG00000249049.1	18499	1.49
ENSG00000271022.1	7499	0.63
ENSG00000247134.8	4499	0.96
ENSG00000184445.12	4999	0.57
ENSG00000171307.19	10499	0.54
ENSG00000150977.11	8999	1.72
ENSG00000133111.4	5999	0.63
ENSG00000285744.1	5499	1.12
ENSG00000131378.14	10999	1.03
ENSG00000100418.8	10499	1.15
ENSG00000267312.1	8499	0.58
ENSG00000145850.9	3999	0.81
ENSG00000145901.16	6499	0.57
ENSG00000258623.1	8499	0.49
ENSG00000208018.1	10499	1.26
ENSG00000291092.1	7499	0.67
ENSG00000170222.12	3999	0.58
ENSG00000261766.1	7999	0.84
ENSG00000135372.10	10999	0.47
ENSG00000132436.13	9499	1.03
ENSG00000113522.14	6499	0.6
ENSG00000100100.13	3999	0.49
ENSG00000168116.14	4499	1.35
ENSG00000293495.1	3999	0.44
ENSG00000132465.12	7499	2.44
ENSG00000276116.2	6499	0.79
ENSG00000185156.6	5499	0.55
ENSG00000072840.13	11999	1.44
ENSG00000136463.9	3999	0.51
ENSG00000121390.19	7499	0.96
ENSG00000136770.11	6999	0.55
ENSG00000198498.10	10999	1.15
ENSG00000237522.1	4999	0.9
ENSG00000126767.18	4999	0.83
ENSG00000168495.13	4999	1.06
ENSG00000227598.1	11499	1.0
ENSG00000125726.11	5999	6.34
ENSG00000225377.6	5499	0.52
ENSG00000170144.22	5999	0.82
ENSG00000002919.15	4499	0.91
ENSG00000162594.17	4499	0.86
ENSG00000136273.13	7999	1.53
ENSG00000255299.5	3999	1.2
ENSG00000232104.5	5999	2.3
ENSG00000145103.15	5499	0.73
ENSG00000154124.6	16999	4.26
ENSG00000171206.16	5499	0.88
ENSG00000060237.19	7999	0.75
ENSG00000085999.13	10999	0.56
ENSG00000162676.13	5499	0.65
ENSG00000139133.7	5499	1.74
ENSG00000112679.15	8999	1.31
ENSG00000198612.11	5999	1.11
ENSG00000169951.10	5499	0.73
ENSG00000134152.11	3999	0.41
ENSG00000164405.11	6499	1.21
ENSG00000285554.1	6999	0.68
ENSG00000284602.1	3999	0.6
ENSG00000108639.8	3999	1.39
ENSG00000244538.1	14999	9.26
ENSG00000177409.12	5499	0.57
ENSG00000197813.6	3999	0.51
ENSG00000290165.1	8499	1.19
ENSG00000196189.14	13499	0.95
ENSG00000196152.10	4499	1.95
ENSG00000270804.2	5499	1.92
ENSG00000109805.10	4499	0.43
ENSG00000131153.9	4499	0.53
ENSG00000233223.5	5499	0.71
ENSG00000289112.2	3999	0.59
ENSG00000270802.2	20499	1.25
ENSG00000068079.8	3999	0.55
ENSG00000245937.10	4499	0.52
ENSG00000102144.15	3999	1.37
ENSG00000274422.1	9499	1.57
ENSG00000272672.1	3999	0.33
ENSG00000000460.17	13999	0.76
