ID	Length	dBGLF5_06.Aligned.sortedByCoord.out
ENSG00000288772.2	3999	0.58
ENSG00000232104.5	3999	1.61
ENSG00000108788.12	3999	0.3
ENSG00000122224.18	4499	0.44
ENSG00000208018.1	6499	0.6
ENSG00000150977.11	6999	1.8
ENSG00000135185.12	4499	2.39
ENSG00000145287.11	3999	2.35
ENSG00000184988.8	5499	2.28
ENSG00000291136.1	4999	0.51
ENSG00000228192.10	3999	0.52
ENSG00000163568.16	7999	0.76
ENSG00000287733.1	10499	14.46
ENSG00000261366.1	7999	0.79
ENSG00000079246.16	13999	2.71
ENSG00000175567.11	4499	0.3
ENSG00000290292.10	9499	0.53
ENSG00000183484.12	6499	0.79
ENSG00000186265.10	6499	2.21
ENSG00000275418.1	9499	2.41
ENSG00000189362.12	6499	0.54
ENSG00000116761.12	5999	1.75
ENSG00000242444.4	3999	0.97
ENSG00000185515.16	5999	1.46
ENSG00000234883.7	11999	4.12
ENSG00000226779.1	14499	5.51
ENSG00000196670.14	3999	1.07
ENSG00000162241.13	4499	1.4
ENSG00000288878.1	4999	0.59
ENSG00000167625.12	5999	1.13
ENSG00000164405.11	6999	0.81
ENSG00000079263.19	4999	1.08
ENSG00000196646.12	3999	0.69
ENSG00000287265.1	9999	0.97
ENSG00000247134.8	4499	1.1
ENSG00000249685.1	5499	0.78
ENSG00000187987.10	10499	2.46
ENSG00000121594.12	7999	4.07
ENSG00000291283.1	4999	2.31
ENSG00000290164.1	4499	0.6
ENSG00000130429.16	4999	1.21
ENSG00000235381.1	3999	0.51
ENSG00000262227.2	3999	2.75
ENSG00000028116.18	3999	4.98
ENSG00000272606.2	5999	0.83
ENSG00000152689.18	6499	2.06
ENSG00000104147.9	4499	0.87
ENSG00000152455.16	8999	1.31
ENSG00000143319.17	6999	1.06
ENSG00000128891.17	4999	0.82
ENSG00000188313.13	5499	0.53
ENSG00000157483.9	10499	0.82
ENSG00000249096.7	6999	0.69
ENSG00000248866.1	3999	0.85
ENSG00000107185.10	7499	0.8
ENSG00000132842.15	7499	0.57
ENSG00000132485.14	8999	0.77
ENSG00000143119.14	14499	1.44
ENSG00000183808.12	12499	0.81
ENSG00000154124.6	17499	2.28
ENSG00000274383.1	4999	0.92
ENSG00000139190.17	4999	1.1
ENSG00000124243.19	5999	1.56
ENSG00000185404.17	4499	0.89
ENSG00000178057.15	5499	1.34
ENSG00000256771.5	3999	1.05
ENSG00000120725.13	7499	1.1
ENSG00000120334.16	4499	1.16
ENSG00000197713.15	7499	1.8
ENSG00000205138.4	3999	0.39
ENSG00000115514.12	8999	1.07
ENSG00000196743.9	4999	4.81
ENSG00000172728.16	10999	0.78
ENSG00000257221.4	13499	1.57
ENSG00000173588.16	4999	0.68
ENSG00000291143.1	11499	1.47
ENSG00000293076.1	6499	1.2
ENSG00000135679.27	4999	0.7
ENSG00000288808.1	4999	0.39
ENSG00000105246.6	8999	2.56
ENSG00000145901.16	4499	0.56
ENSG00000104131.13	9499	1.46
ENSG00000146858.8	3999	2.13
ENSG00000278948.1	3999	0.44
ENSG00000286912.1	4999	0.87
ENSG00000177556.12	14499	1.26
ENSG00000240143.1	5499	0.56
ENSG00000113812.14	7999	2.82
ENSG00000246790.2	8999	0.84
ENSG00000101109.13	4499	0.84
ENSG00000012817.16	8999	0.5
ENSG00000232271.1	6999	4.1
ENSG00000197888.3	15499	0.61
ENSG00000229267.3	5499	1.57
ENSG00000160193.12	4999	0.43
ENSG00000010244.19	3999	0.95
ENSG00000244538.1	11999	9.04
ENSG00000227598.1	7499	0.7
ENSG00000203995.11	7999	2.77
ENSG00000224950.2	6499	1.45
ENSG00000114021.12	8999	0.7
ENSG00000235852.1	3999	0.66
ENSG00000111196.10	4999	1.36
ENSG00000235366.3	6999	1.87
ENSG00000256690.1	3999	0.57
ENSG00000126767.18	3999	0.69
ENSG00000118363.13	8499	1.3
ENSG00000152556.17	3999	0.36
ENSG00000288899.1	10499	1.93
ENSG00000132275.11	4499	0.64
ENSG00000249741.2	7499	0.77
