ID	Length	dBGLF5_10.Aligned.sortedByCoord.out
ENSG00000288899.1	10499	506.0
ENSG00000135905.21	3999	23.0
ENSG00000115514.12	8999	173.5
ENSG00000137713.16	11499	164.5
ENSG00000198951.12	6499	57.0
ENSG00000171608.18	4499	46.0
ENSG00000177556.12	17499	495.5
ENSG00000263528.8	7499	132.0
ENSG00000198498.10	10999	234.5
ENSG00000132912.13	5499	87.0
ENSG00000102158.22	5999	69.0
ENSG00000107036.12	7999	131.5
ENSG00000069493.15	12499	177.0
ENSG00000178567.8	11999	243.5
ENSG00000124243.19	5499	183.5
ENSG00000115464.15	3999	43.5
ENSG00000181192.12	3999	39.5
ENSG00000145901.16	6499	69.0
ENSG00000109680.11	4999	39.5
ENSG00000189042.14	14499	311.5
ENSG00000143799.14	5499	45.0
ENSG00000119408.17	5999	2744.5
ENSG00000106665.16	4499	41.0
ENSG00000188725.8	5999	146.0
ENSG00000290292.10	9999	108.5
ENSG00000132300.19	6499	56.5
ENSG00000121579.14	3999	40.0
ENSG00000285972.1	43999	2193.0
ENSG00000234616.9	5499	61.0
ENSG00000266490.1	3999	64.0
ENSG00000263961.8	14499	234.0
ENSG00000151694.15	3999	40.0
ENSG00000050730.16	4499	52.0
ENSG00000196743.9	5499	412.5
ENSG00000126767.18	4999	76.5
ENSG00000214184.3	3999	43.5
ENSG00000278876.1	4499	63.5
ENSG00000134152.11	3999	30.0
ENSG00000276116.2	6499	95.0
ENSG00000155229.21	4999	45.5
ENSG00000291283.1	4999	258.0
ENSG00000277369.2	4999	62.5
ENSG00000290164.1	6499	57.0
ENSG00000241634.1	4499	144.0
ENSG00000234883.7	11999	1025.5
ENSG00000271022.1	7499	88.0
ENSG00000161791.14	12499	141.5
ENSG00000232104.5	5999	255.0
ENSG00000152213.4	13999	161.0
ENSG00000107263.19	13999	282.5
ENSG00000134330.19	3999	76.5
ENSG00000189298.14	4499	45.0
ENSG00000249685.1	7999	155.0
ENSG00000258623.1	8499	77.0
ENSG00000268521.1	6999	174.0
ENSG00000213445.10	3999	33.0
ENSG00000178921.14	3999	76.5
ENSG00000134265.13	5999	51.5
ENSG00000229539.2	5499	87.0
ENSG00000196189.14	13499	237.0
ENSG00000204110.7	5499	127.0
ENSG00000154310.17	3999	137.0
ENSG00000183808.12	12999	471.0
ENSG00000271936.1	4999	87.0
ENSG00000213672.8	5499	111.0
ENSG00000100418.8	10499	222.5
ENSG00000198833.7	8499	120.0
ENSG00000245937.10	4499	43.0
ENSG00000259326.1	8999	61.0
ENSG00000128604.21	3999	40.0
ENSG00000178951.9	5999	58.0
ENSG00000135185.12	4499	183.5
ENSG00000133275.16	8999	259.0
ENSG00000106526.12	5999	90.5
ENSG00000253047.1	5999	99.5
ENSG00000163507.15	5499	104.5
ENSG00000197888.3	16999	310.0
ENSG00000235381.1	5999	57.5
ENSG00000258181.1	4999	39.5
ENSG00000090487.11	16605	827.5
ENSG00000118961.15	5499	79.0
ENSG00000164933.13	13499	228.0
ENSG00000253522.6	4499	95.0
ENSG00000164751.15	15999	173.0
ENSG00000186265.10	6499	200.0
ENSG00000023892.12	3999	33.5
ENSG00000118816.11	3999	27.5
ENSG00000100523.17	5999	51.0
ENSG00000197043.15	6999	257.5
ENSG00000119878.6	3999	60.5
ENSG00000289155.2	5999	81.0
ENSG00000100162.15	11499	194.5
ENSG00000235366.3	7499	249.0
ENSG00000139133.7	5499	176.5
ENSG00000257221.4	21499	745.0
ENSG00000197713.15	39999	1146.0
ENSG00000106153.13	3999	75.5
ENSG00000164053.22	3999	20.0
ENSG00000203993.7	5499	70.0
ENSG00000185404.17	4499	107.0
ENSG00000159958.7	5499	162.0
ENSG00000225830.16	7499	55.0
ENSG00000198624.13	14499	841.0
ENSG00000150756.14	10999	138.5
ENSG00000291143.1	11999	531.0
ENSG00000237522.1	4999	83.0
ENSG00000267579.1	6499	81.5
ENSG00000137054.16	7999	562.0
ENSG00000186298.12	3999	54.0
ENSG00000125910.6	4999	223.0
ENSG00000124151.19	6999	59.0
ENSG00000092470.12	5999	38.5
ENSG00000224950.2	13999	375.5
ENSG00000125726.11	5999	703.0
ENSG00000256690.1	5499	69.5
ENSG00000126953.8	3999	127.0
ENSG00000158286.13	3999	41.0
ENSG00000288788.1	11499	202.0
ENSG00000287811.3	9999	91.5
ENSG00000054523.20	4499	42.5
ENSG00000183484.12	4999	106.5
ENSG00000247134.8	4499	80.0
ENSG00000175115.13	7499	222.5
ENSG00000110777.12	10499	285.0
ENSG00000288942.1	4499	49.0
ENSG00000267312.1	8499	91.5
ENSG00000173145.11	3999	63.5
ENSG00000285554.1	6999	88.5
ENSG00000290085.1	13999	432.5
ENSG00000167258.16	5499	70.5
ENSG00000275638.1	8499	77.5
ENSG00000293495.1	3999	32.5
ENSG00000224220.1	11499	997.5
ENSG00000171206.16	5499	89.5
ENSG00000135679.27	4999	144.0
ENSG00000163257.11	6999	218.0
ENSG00000132465.12	7499	339.0
ENSG00000149634.5	4499	48.0
ENSG00000186787.10	4499	53.5
ENSG00000119509.13	8499	267.0
ENSG00000092203.15	4499	40.5
ENSG00000121594.12	13999	831.0
ENSG00000287265.1	9999	232.5
ENSG00000179832.18	4499	98.5
ENSG00000175893.12	7499	154.0
ENSG00000123600.21	4499	43.5
ENSG00000115977.21	4499	48.5
ENSG00000113328.20	5499	44.0
ENSG00000180357.10	5999	83.0
ENSG00000054967.13	25207	721.0
ENSG00000185156.6	5499	56.0
ENSG00000121931.16	3999	45.5
ENSG00000182934.12	4499	43.5
ENSG00000123219.13	8499	93.0
ENSG00000286909.1	3999	52.5
ENSG00000136213.10	5999	62.5
ENSG00000129128.13	9999	135.5
ENSG00000198171.13	7499	149.0
ENSG00000113522.14	6499	72.0
ENSG00000128699.14	5499	72.0
ENSG00000272599.2	5499	65.5
ENSG00000100557.10	9499	136.0
ENSG00000026103.25	3999	47.5
ENSG00000177409.12	5499	58.0
ENSG00000185947.15	6499	119.0
ENSG00000116874.12	14999	187.5
ENSG00000104131.13	5999	209.5
ENSG00000273542.2	3999	45.0
ENSG00000293076.1	6499	203.0
ENSG00000165983.15	4499	78.5
ENSG00000259732.1	9999	82.5
ENSG00000149182.15	10499	108.0
ENSG00000100577.19	5499	36.0
ENSG00000176142.13	3999	50.0
ENSG00000156587.16	9499	158.5
ENSG00000125037.13	4499	44.0
ENSG00000196152.10	4499	162.5
ENSG00000172943.21	5499	31.0
ENSG00000111666.11	4499	45.5
ENSG00000130303.14	11999	260.0
ENSG00000110031.13	18499	236.0
ENSG00000109805.10	4499	35.5
ENSG00000227765.4	3999	58.5
ENSG00000239407.5	14499	423.0
ENSG00000224666.4	3999	48.5
ENSG00000198612.11	5999	123.5
ENSG00000157483.9	14999	275.5
ENSG00000104442.10	7999	90.5
ENSG00000281593.1	3999	41.5
ENSG00000289112.2	3999	44.0
ENSG00000275074.2	5999	90.5
ENSG00000119401.11	6999	92.0
ENSG00000227070.2	9499	93.0
ENSG00000100426.7	5499	47.0
ENSG00000168495.13	4999	98.0
ENSG00000116120.11	8999	100.0
ENSG00000186635.16	4499	39.0
ENSG00000164180.14	3999	73.0
ENSG00000132199.20	7499	154.0
ENSG00000271361.1	4499	230.5
ENSG00000286912.1	14999	385.0
ENSG00000081791.9	4999	54.5
ENSG00000248870.1	10499	194.5
ENSG00000289567.2	5999	49.0
ENSG00000002919.15	4499	75.5
ENSG00000136770.11	6999	71.0
ENSG00000053371.13	10999	184.5
ENSG00000244538.1	14999	2569.5
ENSG00000114850.7	15999	302.0
ENSG00000116903.7	3999	75.5
ENSG00000100100.13	3999	36.0
ENSG00000028116.18	3999	293.5
ENSG00000006715.16	4499	24.0
ENSG00000146192.15	12499	213.5
ENSG00000258878.1	5499	46.0
ENSG00000246790.2	13999	340.0
ENSG00000173875.14	3999	18.0
ENSG00000228192.10	4499	51.0
ENSG00000111850.11	7499	96.0
ENSG00000273162.1	9499	97.5
ENSG00000169299.14	9499	95.5
ENSG00000185515.16	5999	174.5
ENSG00000167625.12	3999	133.5
ENSG00000128891.17	10499	185.5
ENSG00000079246.16	10499	599.0
ENSG00000123643.14	3999	40.0
ENSG00000160392.14	3999	55.5
ENSG00000116830.12	3999	35.0
ENSG00000122224.18	5499	53.5
ENSG00000226779.1	21499	2462.0
ENSG00000167220.12	7499	96.5
ENSG00000146205.15	4999	45.5
ENSG00000154262.13	9499	225.5
ENSG00000113456.20	4499	33.5
ENSG00000150977.11	8999	286.5
ENSG00000286546.1	8499	1226.5
ENSG00000164405.11	6499	145.0
ENSG00000241529.3	4499	51.5
ENSG00000243414.6	4499	71.5
ENSG00000233912.1	7499	81.5
ENSG00000132436.13	9499	181.5
ENSG00000224672.4	4499	53.0
ENSG00000141349.10	6499	49.0
ENSG00000101473.17	4499	62.0
ENSG00000230155.8	13999	327.5
ENSG00000135587.9	4999	49.0
ENSG00000289031.1	4499	31.0
ENSG00000012817.16	8999	149.5
ENSG00000115561.16	3999	96.5
ENSG00000145103.15	5499	74.0
ENSG00000162959.14	10999	103.0
ENSG00000160229.13	6499	159.0
ENSG00000136463.9	3999	38.0
ENSG00000293389.1	7999	117.0
ENSG00000276071.1	4999	68.0
ENSG00000289972.1	5499	52.0
ENSG00000100296.14	6999	74.0
ENSG00000213413.3	13499	527.5
ENSG00000127311.10	3999	190.0
ENSG00000130429.16	6499	175.0
ENSG00000158195.11	3999	51.0
ENSG00000279277.2	3999	26.0
ENSG00000249096.7	7499	153.0
ENSG00000266852.2	3999	84.5
ENSG00000197251.4	5499	49.0
ENSG00000149218.5	4499	56.5
ENSG00000162869.16	5499	44.0
ENSG00000099968.18	3999	29.5
ENSG00000233785.1	3999	44.5
ENSG00000198089.16	4499	27.5
ENSG00000282381.2	5999	47.0
ENSG00000167721.11	4499	57.5
ENSG00000119929.13	3999	32.0
ENSG00000186638.17	5499	46.0
ENSG00000221955.11	11999	126.0
ENSG00000169972.13	6499	121.0
ENSG00000170222.12	3999	43.0
ENSG00000072840.13	11999	319.0
ENSG00000196504.21	4499	31.0
ENSG00000160193.12	8499	130.0
ENSG00000162676.13	5499	66.0
ENSG00000119403.15	4499	33.0
ENSG00000141027.23	5999	134.0
ENSG00000241859.8	3999	65.0
ENSG00000274422.1	9499	275.0
ENSG00000132603.15	3999	37.5
ENSG00000164167.12	4999	88.0
ENSG00000251952.1	5999	48.5
ENSG00000272672.1	3999	24.5
ENSG00000154124.6	16999	1340.5
ENSG00000241258.7	7499	306.5
ENSG00000164219.10	4499	41.5
ENSG00000243960.1	5499	52.0
ENSG00000068079.8	3999	40.5
ENSG00000290165.1	8499	187.5
ENSG00000136870.11	4499	50.0
ENSG00000133818.14	17499	209.0
ENSG00000188313.13	5999	41.0
ENSG00000132485.14	6999	116.5
ENSG00000172728.16	9999	176.0
ENSG00000173163.11	3999	41.0
ENSG00000090661.12	3999	107.0
ENSG00000100220.12	3999	31.0
ENSG00000108064.11	3999	54.5
ENSG00000101109.13	11999	164.5
ENSG00000104147.9	7499	91.5
ENSG00000186532.12	6999	231.0
ENSG00000120725.13	7499	166.5
ENSG00000132842.15	4999	73.0
ENSG00000251131.3	4499	51.5
ENSG00000198380.13	4499	45.0
ENSG00000208018.1	10499	245.0
ENSG00000151532.15	9999	301.5
ENSG00000168259.17	8999	100.0
ENSG00000224988.1	3999	20.0
ENSG00000261766.1	7999	124.0
ENSG00000178057.15	5499	127.5
ENSG00000107185.10	6999	175.0
ENSG00000168116.14	4499	112.5
ENSG00000158457.6	7999	131.5
ENSG00000115641.19	4999	44.0
ENSG00000252807.1	7999	96.5
ENSG00000075131.10	3999	143.0
ENSG00000131378.14	10999	209.0
ENSG00000242444.4	3999	61.5
ENSG00000248866.1	4499	70.0
ENSG00000089094.20	6999	108.5
ENSG00000161204.12	4999	53.5
ENSG00000169951.10	5499	74.0
ENSG00000168137.20	4999	97.0
ENSG00000249049.1	18499	510.5
ENSG00000115839.19	7499	99.0
ENSG00000279369.1	8499	87.0
ENSG00000111196.10	4999	113.5
ENSG00000155975.10	3999	27.5
ENSG00000169679.15	4999	55.5
ENSG00000261221.5	7499	81.0
ENSG00000111237.19	6499	43.5
ENSG00000184988.8	5499	484.0
ENSG00000122359.18	5499	129.5
ENSG00000136874.11	5499	81.0
ENSG00000227176.1	5999	81.5
ENSG00000237638.3	36499	2159.0
ENSG00000175567.11	7499	70.5
ENSG00000126464.15	4999	46.0
ENSG00000120280.6	5499	199.0
ENSG00000152683.14	5999	66.5
ENSG00000149084.13	10999	313.5
ENSG00000255299.5	3999	88.5
ENSG00000275418.1	7999	540.5
ENSG00000164241.14	5999	140.5
ENSG00000288808.1	6999	95.5
ENSG00000187987.10	10499	594.0
ENSG00000236842.1	4499	86.0
ENSG00000293360.1	5999	56.0
ENSG00000118363.13	8999	301.0
ENSG00000054654.20	10999	210.0
ENSG00000060237.19	7999	111.0
ENSG00000162594.17	4499	71.5
ENSG00000138363.15	3999	58.5
ENSG00000114021.12	8499	147.0
ENSG00000232271.1	6999	581.0
ENSG00000291118.1	4499	67.5
ENSG00000170144.22	5999	90.5
ENSG00000234426.3	5999	54.5
ENSG00000153048.11	3999	61.5
ENSG00000112996.11	7999	164.5
ENSG00000143319.17	7999	166.0
ENSG00000031003.11	4499	54.0
ENSG00000137500.10	13999	164.5
ENSG00000224066.1	8499	99.5
ENSG00000115165.10	25999	1267.5
ENSG00000288049.1	3999	27.0
ENSG00000254634.4	4499	30.5
ENSG00000000460.17	13999	195.5
ENSG00000228474.6	12043	268.5
ENSG00000120049.20	4999	65.5
ENSG00000235852.1	3999	66.0
ENSG00000261101.2	10499	176.5
ENSG00000231476.1	22499	404.5
ENSG00000165280.18	6499	66.0
ENSG00000291092.1	7499	93.5
ENSG00000136273.13	7999	227.0
ENSG00000102144.15	3999	101.0
ENSG00000285744.1	5499	114.0
ENSG00000293175.1	4499	33.0
ENSG00000288878.1	37499	584.5
ENSG00000164975.16	12499	185.0
ENSG00000075420.13	4499	32.5
ENSG00000203995.11	8999	603.0
ENSG00000125657.5	3999	42.0
ENSG00000152404.16	13499	202.5
ENSG00000289407.1	3999	31.5
ENSG00000223356.1	4999	49.5
ENSG00000135912.11	5499	64.0
ENSG00000087008.16	7499	76.5
ENSG00000166579.16	5499	55.0
ENSG00000101246.20	4499	33.5
ENSG00000230795.3	5499	125.0
ENSG00000139190.17	10499	198.0
ENSG00000137496.19	10999	187.0
ENSG00000100412.17	5999	109.0
ENSG00000152689.18	6999	356.5
ENSG00000289082.1	6999	119.5
ENSG00000265491.5	9999	102.0
ENSG00000270804.2	5499	195.5
ENSG00000237636.3	23499	801.5
ENSG00000272638.1	4499	51.0
ENSG00000011478.13	3999	53.5
ENSG00000127995.17	4499	35.5
ENSG00000270802.2	20499	473.5
ENSG00000184445.12	4999	53.0
ENSG00000197265.9	15999	197.5
ENSG00000196670.14	3999	83.5
ENSG00000010244.19	28999	835.5
ENSG00000085999.13	10999	113.0
ENSG00000290931.1	23999	792.5
ENSG00000289836.1	3999	61.5
ENSG00000289378.1	7999	165.0
ENSG00000259539.1	4499	45.5
ENSG00000131153.9	4499	44.5
ENSG00000105246.6	9999	829.5
ENSG00000056558.11	5499	345.5
ENSG00000197813.6	3999	38.0
ENSG00000147601.15	4499	32.5
ENSG00000089280.19	5999	85.5
ENSG00000291069.1	3999	30.0
ENSG00000196646.12	4499	64.5
ENSG00000115942.9	5999	63.5
ENSG00000227598.1	11499	213.0
ENSG00000146858.8	4499	250.5
ENSG00000229591.1	4499	31.0
ENSG00000291136.1	13499	139.5
ENSG00000290078.1	5499	60.5
ENSG00000284343.1	4499	59.0
ENSG00000211598.2	4999	130.5
ENSG00000274403.1	3999	21.0
ENSG00000145287.11	3999	166.0
ENSG00000102390.11	7499	137.0
ENSG00000108599.15	6999	89.0
ENSG00000255487.1	4499	36.0
ENSG00000230107.1	10499	154.0
ENSG00000287990.1	8999	155.0
ENSG00000173535.15	4499	172.5
ENSG00000120334.16	3999	125.5
ENSG00000152256.14	6499	104.5
ENSG00000278948.1	3999	53.0
ENSG00000135372.10	10999	95.5
ENSG00000133111.4	5999	69.5
ENSG00000175309.15	3999	58.5
ENSG00000105656.13	3999	31.5
ENSG00000221923.9	7999	99.5
