ID	Length	dBGLF5_03.Aligned.sortedByCoord.out
ENSG00000235366.3	6999	1.15
ENSG00000115282.21	7499	4.16
ENSG00000120725.13	7499	1.47
ENSG00000265799.1	4499	0.53
ENSG00000151694.15	13499	1.56
ENSG00000132432.14	17499	1.57
ENSG00000130703.17	3999	0.74
ENSG00000255487.1	6999	1.34
ENSG00000033327.13	4999	1.03
ENSG00000167384.11	3999	0.54
ENSG00000266962.3	6999	1.06
ENSG00000072364.13	5499	0.43
ENSG00000138593.9	10999	0.9
ENSG00000011198.10	27499	1.87
ENSG00000230424.3	8499	0.89
ENSG00000184619.8	13999	1.23
ENSG00000287502.1	11499	0.93
ENSG00000273176.1	3999	0.53
ENSG00000288880.2	6499	0.78
ENSG00000185947.15	10999	2.67
ENSG00000197451.12	16999	8.49
ENSG00000198171.13	8499	0.81
ENSG00000134444.15	9999	0.59
ENSG00000286459.1	4499	0.7
ENSG00000257097.1	8999	0.5
ENSG00000237699.2	4999	0.87
ENSG00000102786.15	19509	2.12
ENSG00000136867.11	7999	0.6
ENSG00000214604.3	6499	0.54
ENSG00000278876.1	10949	1.44
ENSG00000128944.14	6499	0.48
ENSG00000141385.12	6999	1.41
ENSG00000100100.13	3999	0.48
ENSG00000123268.9	10499	5.62
ENSG00000113312.12	12999	0.58
ENSG00000100650.16	43999	2.58
ENSG00000100503.27	3999	0.4
ENSG00000230228.2	12999	1.72
ENSG00000101365.21	4499	1.2
ENSG00000118961.15	4499	0.48
ENSG00000213188.3	5499	0.45
ENSG00000153560.12	6499	0.75
ENSG00000218233.1	7999	1.79
ENSG00000183808.12	13999	1.39
ENSG00000122033.15	6499	0.51
ENSG00000078177.15	15578	0.67
ENSG00000236607.3	3999	0.69
ENSG00000162377.6	9999	0.74
ENSG00000268747.1	4499	0.43
ENSG00000279951.1	3999	0.57
ENSG00000172667.11	15999	1.07
ENSG00000166024.14	10499	0.88
ENSG00000140326.13	4499	0.49
ENSG00000154258.17	5499	0.52
ENSG00000239335.4	25999	1.07
ENSG00000272662.1	5999	0.49
ENSG00000110880.11	10999	0.61
ENSG00000115091.12	7499	0.61
ENSG00000092108.22	5499	0.49
ENSG00000137054.16	8499	0.85
ENSG00000133731.10	10499	1.46
ENSG00000133112.17	20499	1.04
ENSG00000182400.15	8499	1.36
ENSG00000165275.10	7499	1.36
ENSG00000116752.6	5999	0.27
ENSG00000121073.15	3999	0.57
ENSG00000128908.19	5499	0.57
ENSG00000253182.1	6499	0.33
ENSG00000287238.1	3999	0.42
ENSG00000237481.1	10499	0.41
ENSG00000256314.1	6499	0.7
ENSG00000188229.6	6499	0.61
ENSG00000149084.13	10999	0.75
ENSG00000137478.15	17499	2.22
ENSG00000102543.14	6999	0.47
ENSG00000289015.1	5499	1.48
ENSG00000207073.1	14999	1.21
ENSG00000279792.1	9999	0.72
ENSG00000206965.1	6499	1.23
ENSG00000213413.3	13999	0.8
ENSG00000173473.11	3999	0.55
ENSG00000134575.13	5499	1.49
ENSG00000138326.21	4999	1.39
ENSG00000176809.11	12999	1.22
ENSG00000102910.14	8999	0.81
ENSG00000221955.11	26499	1.69
ENSG00000250474.2	5999	0.82
ENSG00000156384.15	4999	0.84
