ID	Length	WT_25.Aligned.sortedByCoord.out
ENSG00000100416.15	4999	1.33
ENSG00000128891.17	5499	0.57
ENSG00000164776.11	5499	0.56
ENSG00000086061.16	3999	0.65
ENSG00000272672.1	5499	0.45
ENSG00000056558.11	5999	8.25
ENSG00000197498.13	3999	0.38
ENSG00000197238.5	8499	2.16
ENSG00000105372.8	3999	2.43
ENSG00000163938.17	4499	0.98
ENSG00000105246.6	8499	1.34
ENSG00000278480.1	3999	0.33
ENSG00000225125.2	3999	0.59
ENSG00000116560.12	8499	0.79
ENSG00000272345.1	4499	0.76
ENSG00000196152.10	5499	1.67
ENSG00000143319.17	4499	0.45
ENSG00000278754.1	3999	0.41
ENSG00000186532.12	7499	3.0
ENSG00000123268.9	10499	1.17
ENSG00000158805.12	4499	0.62
ENSG00000262343.1	8999	3.79
ENSG00000207020.1	5999	0.72
ENSG00000156587.16	11499	1.49
ENSG00000141034.10	3999	0.92
ENSG00000239335.4	4499	0.67
ENSG00000168126.3	7499	0.88
ENSG00000101109.13	5999	1.71
ENSG00000135679.27	5999	0.58
ENSG00000116649.10	4499	0.62
ENSG00000286013.1	5499	1.26
ENSG00000288906.1	4499	2.5
ENSG00000266933.2	11499	6.91
ENSG00000167625.12	4499	0.52
ENSG00000136816.16	4999	1.08
ENSG00000266852.2	4999	0.64
ENSG00000140259.7	4999	0.61
ENSG00000284934.3	6499	0.94
ENSG00000140941.14	4999	2.0
ENSG00000099840.14	3999	0.74
ENSG00000134108.14	4499	1.06
ENSG00000100664.11	8499	0.61
ENSG00000261096.1	5999	0.59
ENSG00000028116.18	4499	1.0
ENSG00000185896.11	4499	0.99
ENSG00000180423.4	3999	0.49
ENSG00000074966.11	3999	1.31
ENSG00000158195.11	9999	1.47
ENSG00000278948.1	4999	1.21
ENSG00000271991.3	6499	0.86
ENSG00000275945.1	3999	0.65
ENSG00000289393.1	4499	0.56
ENSG00000213995.12	3999	9.07
ENSG00000259652.1	4499	1.39
ENSG00000258285.1	3999	0.67
ENSG00000262227.2	4499	0.76
ENSG00000173726.11	4499	0.57
ENSG00000266490.1	5499	0.51
ENSG00000127191.18	3999	1.15
ENSG00000110876.10	4499	0.37
ENSG00000263080.1	3999	0.41
ENSG00000293360.1	4999	0.69
ENSG00000178935.5	3999	0.44
ENSG00000277895.1	5499	0.83
ENSG00000137496.19	11999	0.71
ENSG00000179262.10	4499	2.61
ENSG00000100418.8	5499	1.63
ENSG00000121931.16	4499	0.66
ENSG00000228126.1	5499	0.93
ENSG00000122515.16	3999	0.67
ENSG00000120949.15	3999	0.79
ENSG00000273162.1	6999	5.2
ENSG00000105640.13	3999	0.89
ENSG00000273456.2	6499	3.54
ENSG00000099968.18	5499	1.05
ENSG00000121774.18	5999	0.87
ENSG00000141027.23	6999	1.57
ENSG00000136436.15	8999	4.23
ENSG00000151694.15	3999	1.08
ENSG00000092203.15	5999	0.71
ENSG00000126953.8	4999	0.77
ENSG00000171999.7	3999	0.45
ENSG00000273361.1	4499	0.8
ENSG00000197111.16	5999	0.44
ENSG00000259732.1	4499	0.79
ENSG00000270804.2	5999	0.66
ENSG00000112679.15	9999	1.36
ENSG00000104147.9	24999	1.06
ENSG00000271936.1	4999	0.48
ENSG00000166377.21	7999	0.5
ENSG00000287733.1	10499	2.93
ENSG00000143183.18	3999	0.57
ENSG00000154310.17	3999	0.34
ENSG00000130733.11	6499	2.08
ENSG00000230530.2	7999	1.09
ENSG00000172943.21	6999	1.22
ENSG00000288818.1	6499	1.05
ENSG00000188229.6	4499	1.05
ENSG00000230033.1	4499	2.95
ENSG00000186765.12	6499	0.45
ENSG00000161664.7	11499	1.15
ENSG00000152439.13	7499	0.75
ENSG00000053372.5	5499	2.18
ENSG00000180098.9	5499	1.41
ENSG00000189180.16	5499	0.5
ENSG00000265566.2	3999	0.6
ENSG00000259251.2	4499	0.35
ENSG00000149657.20	7999	2.87
ENSG00000272391.6	4999	0.93
ENSG00000265678.1	23499	2.7
ENSG00000125534.10	6999	0.71
ENSG00000290085.1	4499	0.76
ENSG00000169136.13	4999	0.9
ENSG00000134575.13	5999	1.16
ENSG00000105948.13	4499	0.46
ENSG00000112619.8	3999	0.42
ENSG00000289157.1	5499	0.32
ENSG00000119950.21	3999	0.39
ENSG00000132300.19	11999	1.1
ENSG00000136888.8	6499	0.46
ENSG00000125445.11	4999	0.44
ENSG00000115486.13	4999	1.76
ENSG00000273542.2	4999	0.59
ENSG00000162511.8	6999	3.67
ENSG00000223665.1	3999	0.39
ENSG00000213606.3	7499	0.43
ENSG00000122566.22	11999	1.86
ENSG00000258727.1	7499	0.69
ENSG00000116903.7	4999	0.87
ENSG00000137054.16	6999	0.58
ENSG00000067365.15	3999	0.44
ENSG00000168495.13	3999	0.73
ENSG00000105373.19	3999	0.84
ENSG00000234883.7	5499	3.23
ENSG00000143409.18	4499	1.2
ENSG00000284602.1	9499	0.57
ENSG00000275709.1	4499	0.49
ENSG00000121594.12	8999	1.7
