ID	Length	WT_23.Aligned.sortedByCoord.out
ENSG00000156110.15	4499	0.57
ENSG00000154124.6	17999	4.17
ENSG00000198624.13	12999	1.55
ENSG00000287733.1	9499	10.36
ENSG00000121390.19	7499	1.06
ENSG00000111897.7	3999	0.4
ENSG00000242444.4	5999	1.57
ENSG00000253047.1	15999	0.87
ENSG00000133818.14	19575	0.8
ENSG00000145088.9	3999	0.6
ENSG00000075131.10	3999	1.83
ENSG00000100162.15	11499	0.89
ENSG00000143067.5	11499	0.59
ENSG00000135912.11	4999	0.53
ENSG00000100557.10	15999	1.58
ENSG00000276718.1	5499	0.37
ENSG00000115053.17	3999	0.67
ENSG00000129103.19	4999	0.46
ENSG00000186638.17	5999	0.44
ENSG00000158457.6	4499	0.56
ENSG00000065548.18	4499	0.4
ENSG00000246790.2	9499	0.89
ENSG00000198833.7	5499	1.72
ENSG00000128699.14	4499	0.87
ENSG00000109332.20	5499	0.43
ENSG00000137713.16	11999	0.8
ENSG00000133275.16	9499	1.12
ENSG00000214106.9	3999	0.46
ENSG00000105246.6	10999	5.84
ENSG00000225519.1	5499	1.19
ENSG00000091140.15	10999	0.65
ENSG00000102390.11	8999	0.78
ENSG00000286546.1	6499	4.04
ENSG00000143157.12	6499	0.55
ENSG00000123643.14	3999	0.53
ENSG00000198380.13	4999	0.71
ENSG00000277728.1	7999	0.48
ENSG00000186265.10	4999	1.48
ENSG00000234705.3	5999	0.74
ENSG00000111196.10	4999	2.24
ENSG00000120334.16	4499	1.68
ENSG00000160193.12	4999	0.69
ENSG00000289378.1	9499	0.64
ENSG00000079263.19	4999	0.93
ENSG00000164167.12	8499	0.74
ENSG00000104812.15	3999	0.94
ENSG00000136932.15	3999	0.5
ENSG00000050426.16	3999	0.31
ENSG00000128891.17	4999	1.48
ENSG00000116903.7	3999	0.8
ENSG00000241529.3	5499	0.59
ENSG00000249049.1	14499	1.13
ENSG00000163507.15	5499	1.67
ENSG00000272195.1	3999	0.38
ENSG00000177409.12	5499	0.87
ENSG00000266490.1	4499	0.75
ENSG00000285554.1	9999	1.16
ENSG00000159322.18	8499	0.96
ENSG00000113328.20	5499	0.8
ENSG00000039123.16	13999	0.71
ENSG00000116830.12	7499	0.82
ENSG00000197043.15	6999	1.69
ENSG00000213672.8	5999	0.8
ENSG00000138363.15	3999	0.73
ENSG00000254887.2	3999	0.46
ENSG00000272606.2	9999	1.09
ENSG00000250413.1	6999	0.52
ENSG00000159958.7	5499	1.58
ENSG00000168126.3	12499	0.75
ENSG00000287815.2	5499	0.41
ENSG00000114209.15	3999	0.37
ENSG00000163961.4	7499	0.64
ENSG00000125657.5	3999	1.11
ENSG00000229539.2	4999	0.72
ENSG00000258572.1	4499	1.31
ENSG00000012174.12	3999	0.31
ENSG00000286909.1	4499	0.82
ENSG00000145287.11	5999	8.26
ENSG00000188725.8	8499	1.17
ENSG00000107185.10	31999	0.97
ENSG00000289407.1	3999	0.31
ENSG00000290993.1	3999	0.34
ENSG00000204434.6	8499	2.31
ENSG00000175893.12	23999	1.15
ENSG00000150977.11	7499	2.33
ENSG00000117481.11	4499	0.69
ENSG00000149084.13	10499	1.82
ENSG00000229273.1	4499	0.44
ENSG00000273542.2	5499	0.55
ENSG00000290931.1	13499	1.54
ENSG00000197044.11	7499	0.51
ENSG00000248866.1	5499	1.14
ENSG00000173163.11	5999	0.44
ENSG00000286912.1	13999	1.01
ENSG00000228474.6	14043	1.23
ENSG00000291079.1	3999	0.51
ENSG00000116120.11	8999	0.55
ENSG00000123992.20	3999	0.45
ENSG00000245937.10	4499	0.41
ENSG00000198498.10	12999	1.33
ENSG00000203995.11	9499	1.82
ENSG00000167258.16	5499	0.49
ENSG00000124151.19	6499	0.46
ENSG00000135185.12	6499	1.54
ENSG00000133805.16	5499	1.1
ENSG00000227598.1	11499	1.43
ENSG00000112996.11	5499	1.26
ENSG00000185404.17	4499	0.73
ENSG00000145912.10	4999	0.34
ENSG00000060237.19	8499	0.82
ENSG00000198171.13	7999	1.0
ENSG00000134330.19	3999	1.08
ENSG00000243414.6	4999	0.7
ENSG00000214087.9	4999	0.39
ENSG00000111666.11	6499	0.36
ENSG00000168291.13	8999	0.6
ENSG00000187987.10	10499	1.55
ENSG00000163568.16	10999	2.01
ENSG00000132485.14	6999	1.13
ENSG00000160392.14	6499	0.61
ENSG00000225377.6	5499	0.93
ENSG00000148690.12	7499	0.52
ENSG00000237481.1	3999	0.38
ENSG00000119401.11	5999	1.22
ENSG00000243056.2	5499	0.59
ENSG00000221955.11	12999	0.92
ENSG00000119403.15	4999	0.37
ENSG00000232104.5	5999	1.2
ENSG00000275638.1	6499	0.59
ENSG00000291033.1	3999	1.46
ENSG00000104131.13	8999	1.41
ENSG00000135679.27	5499	1.06
ENSG00000122033.15	3999	0.44
ENSG00000054967.13	24999	1.58
ENSG00000153044.10	4999	0.45
ENSG00000226779.1	5499	2.83
ENSG00000113812.14	7999	2.45
ENSG00000176142.13	4999	0.51
ENSG00000230107.1	6999	1.09
ENSG00000112972.15	3999	0.66
ENSG00000213413.3	13999	1.66
ENSG00000127311.10	3999	3.46
ENSG00000164241.14	9499	1.04
ENSG00000189042.14	23499	0.8
ENSG00000266017.1	5999	2.09
ENSG00000104147.9	6499	0.61
ENSG00000158042.9	4999	0.84
ENSG00000196584.4	4999	0.93
ENSG00000267312.1	10499	1.15
ENSG00000170222.12	3999	0.7
ENSG00000288738.1	4499	0.77
ENSG00000208018.1	9999	1.24
ENSG00000085117.12	3999	0.72
ENSG00000158859.10	5999	0.85
ENSG00000243960.1	10499	0.62
ENSG00000162959.14	10999	0.78
ENSG00000106526.12	5499	0.6
ENSG00000138081.22	4999	0.39
ENSG00000115514.12	8499	1.29
ENSG00000164574.16	4999	0.68
ENSG00000125037.13	5999	0.59
ENSG00000241859.8	4499	1.03
ENSG00000197813.6	3999	0.72
ENSG00000168495.13	4999	1.05
ENSG00000290085.1	11999	2.06
ENSG00000271361.1	3999	3.01
ENSG00000081189.17	3999	0.62
ENSG00000226659.2	4499	1.18
ENSG00000142676.14	9999	0.71
ENSG00000122643.23	4999	0.42
