ID	Length	WT_03.Aligned.sortedByCoord.out
ENSG00000183684.8	6499	0.51
ENSG00000287556.1	4999	0.61
ENSG00000235852.1	11499	1.1
ENSG00000145850.9	11499	1.64
ENSG00000286909.1	4499	1.15
ENSG00000133275.16	8999	1.73
ENSG00000104951.16	10999	1.72
ENSG00000273162.1	5499	0.77
ENSG00000197888.3	29999	1.75
ENSG00000230107.1	11999	1.4
ENSG00000128604.21	3999	0.85
ENSG00000133943.21	16999	0.77
ENSG00000231652.2	3999	0.54
ENSG00000003509.16	3999	0.59
ENSG00000265491.5	6499	0.59
ENSG00000119403.15	3999	0.91
ENSG00000164933.13	12999	0.71
ENSG00000168872.17	5999	0.66
ENSG00000106153.13	3999	0.69
ENSG00000137185.13	4499	0.53
ENSG00000162241.13	3999	1.77
ENSG00000171608.18	3999	0.66
ENSG00000126953.8	4499	2.78
ENSG00000258290.1	4999	0.76
ENSG00000160392.14	4999	0.96
ENSG00000197451.12	5999	0.45
ENSG00000138303.19	3999	0.81
ENSG00000010244.19	12499	1.44
ENSG00000146858.8	3999	4.78
ENSG00000072840.13	17999	7.84
ENSG00000238015.2	4499	0.54
ENSG00000172650.15	3999	1.99
ENSG00000129187.15	5999	0.77
ENSG00000291136.1	8999	0.58
ENSG00000132842.15	5499	0.61
ENSG00000258938.1	4499	0.57
ENSG00000196584.4	4999	1.47
ENSG00000133111.4	16499	0.69
ENSG00000154262.13	9499	3.85
ENSG00000291143.1	26999	1.43
ENSG00000234645.3	16499	2.29
ENSG00000208018.1	8999	0.47
ENSG00000104442.10	9499	0.8
ENSG00000158859.10	5999	0.34
ENSG00000131013.4	6999	0.57
ENSG00000188725.8	5499	1.32
ENSG00000268521.1	6999	1.39
ENSG00000104228.13	3999	1.08
ENSG00000286546.1	6499	2.72
ENSG00000110031.13	13999	0.6
ENSG00000172728.16	9999	0.88
ENSG00000173744.18	7999	0.57
ENSG00000152404.16	13999	0.88
ENSG00000121089.4	25184	3.48
ENSG00000288771.2	7499	1.5
ENSG00000235947.1	10999	1.73
ENSG00000186265.10	45499	5.48
ENSG00000110583.13	9499	0.49
ENSG00000290923.1	4999	1.18
ENSG00000253632.1	3999	0.44
ENSG00000090487.11	18999	3.09
ENSG00000197646.8	11499	4.33
ENSG00000289226.2	3999	0.48
ENSG00000253522.6	3999	1.54
ENSG00000149483.13	5499	0.32
ENSG00000174718.12	7999	1.02
ENSG00000290163.1	7499	0.54
ENSG00000175893.12	15999	1.51
ENSG00000290931.1	9999	2.46
ENSG00000205089.8	3999	0.49
ENSG00000179331.3	4499	1.12
ENSG00000177409.12	5499	0.97
ENSG00000165304.8	4499	0.85
ENSG00000177556.12	19499	3.72
ENSG00000228474.6	12043	1.64
ENSG00000145088.9	4499	0.51
ENSG00000168291.13	8499	0.89
ENSG00000114850.7	5999	0.61
ENSG00000127311.10	3999	1.6
ENSG00000196586.17	5999	0.51
ENSG00000184988.8	8499	5.72
ENSG00000023902.14	26999	0.96
ENSG00000145901.16	10999	0.59
ENSG00000252284.1	9999	0.65
ENSG00000119396.12	4999	0.98
ENSG00000145287.11	5499	7.55
ENSG00000126767.18	4499	0.83
ENSG00000196646.12	4499	0.66
ENSG00000278948.1	3999	0.85
ENSG00000111196.10	4999	1.55
ENSG00000113328.20	6999	0.95
ENSG00000169972.13	6999	0.88
ENSG00000137038.8	10999	0.65
ENSG00000136842.14	6999	0.6
