ID	Length	dBGLF5_06.Aligned.sortedByCoord.out
ENSG00000237638.3	24999	1085.5
ENSG00000246790.2	8999	154.5
ENSG00000102158.22	3999	77.5
ENSG00000243414.6	4999	64.5
ENSG00000287733.1	10499	3115.5
ENSG00000249741.2	7499	119.0
ENSG00000173535.15	4499	220.5
ENSG00000198833.7	5999	145.5
ENSG00000184988.8	5499	257.0
ENSG00000114021.12	8999	128.5
ENSG00000247134.8	4499	102.0
ENSG00000132275.11	4499	59.5
ENSG00000056558.11	4999	401.0
ENSG00000274383.1	4999	94.5
ENSG00000163568.16	7999	124.0
ENSG00000271361.1	3999	296.5
ENSG00000229267.3	5499	177.0
ENSG00000125037.13	4499	47.5
ENSG00000115561.16	5499	93.0
ENSG00000230155.8	5999	173.5
ENSG00000286546.1	6499	757.0
ENSG00000089094.20	6499	135.5
ENSG00000196152.10	4499	223.0
ENSG00000178567.8	6999	129.5
ENSG00000116903.7	3999	68.5
ENSG00000287265.1	9999	198.5
ENSG00000224220.1	8499	1088.5
ENSG00000256690.1	3999	47.0
ENSG00000125726.11	4999	683.5
ENSG00000173588.16	4999	70.0
ENSG00000120334.16	4499	107.0
ENSG00000288772.2	3999	48.0
ENSG00000183484.12	6499	105.5
ENSG00000113328.20	4999	73.0
ENSG00000235852.1	3999	54.0
ENSG00000289378.1	6499	111.5
ENSG00000090661.12	3999	72.5
ENSG00000154124.6	17499	818.5
ENSG00000272606.2	5999	102.5
ENSG00000229539.2	4999	62.5
ENSG00000288808.1	4999	40.0
ENSG00000261366.1	7999	130.5
ENSG00000079263.19	4999	111.0
ENSG00000213672.8	5999	46.5
ENSG00000157483.9	10499	177.5
ENSG00000290164.1	4499	55.0
ENSG00000028116.18	3999	409.0
ENSG00000291136.1	4999	52.0
ENSG00000162676.13	4499	60.5
ENSG00000162241.13	4499	129.5
ENSG00000108599.15	4499	46.0
ENSG00000152455.16	8999	242.0
ENSG00000125910.6	4999	106.0
ENSG00000101109.13	4499	77.5
ENSG00000185515.16	5999	180.0
ENSG00000135679.27	4999	71.5
ENSG00000293076.1	6499	159.5
ENSG00000137054.16	6999	564.0
ENSG00000130429.16	4999	124.5
ENSG00000139190.17	4999	112.5
ENSG00000107185.10	7499	122.5
ENSG00000156587.16	4499	84.0
ENSG00000154262.13	4499	261.0
ENSG00000290931.1	15849	470.5
ENSG00000121594.12	7999	668.5
ENSG00000288899.1	10499	416.0
ENSG00000164751.15	8999	74.0
ENSG00000132842.15	7499	87.5
ENSG00000150977.11	6999	259.0
ENSG00000088727.14	7999	94.5
ENSG00000234883.7	11999	1014.5
ENSG00000145901.16	4499	51.5
ENSG00000232104.5	3999	132.5
ENSG00000162594.17	4999	106.5
ENSG00000177556.12	14499	374.5
ENSG00000293360.1	4499	39.5
ENSG00000235381.1	3999	41.5
ENSG00000010244.19	3999	78.0
ENSG00000124243.19	5999	191.5
ENSG00000203995.11	7999	454.0
ENSG00000287697.1	3999	48.0
ENSG00000204110.7	4999	95.0
ENSG00000007944.15	4999	34.5
ENSG00000104147.9	4499	80.5
ENSG00000211598.2	3999	145.0
ENSG00000164933.13	9499	147.5
ENSG00000185404.17	4499	82.0
ENSG00000232271.1	6999	588.5
ENSG00000075131.10	3999	168.5
ENSG00000289155.2	3999	48.5
ENSG00000120725.13	7499	169.0
ENSG00000101310.17	3999	32.0
ENSG00000164167.12	4499	64.0
ENSG00000196743.9	4999	493.0
ENSG00000228474.6	11499	221.5
ENSG00000173145.11	4999	75.0
ENSG00000196670.14	3999	88.0
ENSG00000143319.17	6999	152.0
ENSG00000234426.3	5999	59.0
ENSG00000110777.12	9999	231.0
ENSG00000127311.10	3999	156.0
ENSG00000106665.16	4499	38.5
ENSG00000153048.11	4999	62.0
ENSG00000132199.20	4499	100.0
ENSG00000287502.1	5999	52.5
ENSG00000291283.1	4999	237.0
ENSG00000198624.13	12999	577.0
ENSG00000166526.19	3999	52.0
ENSG00000167625.12	5999	139.0
ENSG00000163257.11	6999	165.0
ENSG00000186532.12	5999	179.0
ENSG00000261766.1	3999	45.0
ENSG00000290292.10	9499	102.5
ENSG00000241634.1	4499	157.0
ENSG00000100412.17	5999	71.5
ENSG00000149084.13	4499	186.5
ENSG00000291143.1	11499	346.5
ENSG00000164241.14	7499	148.0
ENSG00000248866.1	3999	70.0
ENSG00000136932.15	4499	43.0
ENSG00000196646.12	3999	57.0
ENSG00000249685.1	5499	88.0
ENSG00000262227.2	3999	226.0
ENSG00000118363.13	8499	227.5
ENSG00000189362.12	6499	71.5
ENSG00000187987.10	10499	530.5
ENSG00000160193.12	4999	44.0
ENSG00000103550.14	5999	69.5
ENSG00000288878.1	4999	61.0
ENSG00000146858.8	3999	175.0
ENSG00000119408.17	5999	2542.5
ENSG00000012817.16	8999	92.5
ENSG00000136937.13	6499	106.0
ENSG00000105246.6	8999	472.0
ENSG00000134330.19	4499	77.0
ENSG00000152556.17	3999	29.5
ENSG00000205138.4	3999	32.0
ENSG00000227598.1	7499	107.5
ENSG00000241258.7	5999	337.5
ENSG00000079246.16	13999	779.0
ENSG00000111727.12	4499	55.0
ENSG00000128891.17	4999	84.5
ENSG00000113522.14	5499	64.5
ENSG00000119509.13	5499	182.0
ENSG00000228192.10	3999	43.0
ENSG00000108639.8	3999	106.0
ENSG00000266852.2	3999	85.5
ENSG00000090487.11	11499	639.5
ENSG00000121390.19	7499	89.0
ENSG00000143119.14	14499	428.0
ENSG00000114209.15	3999	34.0
ENSG00000240143.1	5499	63.5
ENSG00000242444.4	3999	79.5
ENSG00000130303.14	3999	41.5
ENSG00000271936.1	4499	55.0
ENSG00000287990.1	8499	136.5
ENSG00000155827.12	4499	63.0
ENSG00000111196.10	4999	140.0
ENSG00000272672.1	3999	33.0
ENSG00000270804.2	4999	148.0
ENSG00000151532.15	8999	247.0
ENSG00000178057.15	5499	151.0
ENSG00000278948.1	3999	36.5
ENSG00000054967.13	17207	317.5
ENSG00000256771.5	3999	86.0
ENSG00000125843.11	4499	33.5
ENSG00000155463.14	4499	42.0
ENSG00000226779.1	14499	1639.0
ENSG00000104131.13	9499	284.5
ENSG00000132465.12	5499	467.5
ENSG00000275418.1	9499	469.5
ENSG00000141027.23	5999	78.5
ENSG00000198498.10	6999	144.5
ENSG00000000460.17	5499	86.5
ENSG00000186265.10	6499	294.5
ENSG00000276116.2	4999	91.5
ENSG00000257221.4	13499	435.0
ENSG00000132436.13	7999	177.5
ENSG00000136273.13	7999	183.5
ENSG00000233785.1	3999	53.5
ENSG00000172728.16	10999	176.0
ENSG00000152689.18	6499	275.0
ENSG00000164405.11	6999	116.0
ENSG00000122224.18	4499	40.5
ENSG00000197888.3	15499	194.0
ENSG00000126953.8	3999	138.5
ENSG00000116761.12	5999	215.5
ENSG00000087008.16	3999	29.0
ENSG00000235366.3	6999	268.5
ENSG00000115514.12	8999	198.5
ENSG00000126767.18	3999	56.5
ENSG00000261101.2	7499	115.5
ENSG00000172171.11	4499	41.0
ENSG00000244538.1	11999	2226.5
ENSG00000208018.1	6499	80.0
ENSG00000100162.15	4999	67.0
ENSG00000104442.10	7999	98.0
ENSG00000169251.13	4499	37.5
ENSG00000160229.13	3999	100.0
ENSG00000249096.7	6999	99.5
ENSG00000224950.2	6499	193.0
ENSG00000289972.1	5999	41.5
ENSG00000113812.14	7999	463.0
ENSG00000154310.17	4499	147.0
ENSG00000231476.1	7999	105.5
ENSG00000285972.1	21999	1062.5
ENSG00000112679.15	8999	128.5
ENSG00000132485.14	8999	142.5
ENSG00000108788.12	3999	24.5
ENSG00000183684.8	5499	38.5
ENSG00000197043.15	6999	240.0
ENSG00000236842.1	4499	66.0
ENSG00000122359.18	5499	80.0
ENSG00000175567.11	4499	27.5
ENSG00000197646.8	4499	64.5
ENSG00000251131.3	3999	40.0
ENSG00000121766.16	4499	44.0
ENSG00000135185.12	4499	221.0
ENSG00000188313.13	5499	60.0
ENSG00000115165.10	21499	1101.0
ENSG00000286912.1	4999	89.5
ENSG00000239407.5	10999	332.0
ENSG00000145287.11	3999	192.5
ENSG00000249049.1	6499	180.5
ENSG00000233912.1	7499	89.5
ENSG00000259732.1	4499	33.5
ENSG00000157593.20	4999	214.5
ENSG00000183808.12	12499	207.0
