ID	Length	WT_15.Aligned.sortedByCoord.out
ENSG00000136867.11	5499	37.5
ENSG00000172943.21	4499	102.0
ENSG00000107185.10	4499	54.0
ENSG00000056558.11	7499	1281.0
ENSG00000273456.2	5499	394.5
ENSG00000100418.8	7499	114.5
ENSG00000204110.7	4999	76.0
ENSG00000265678.1	4999	571.5
ENSG00000187742.15	7499	384.5
ENSG00000272842.1	5499	70.0
ENSG00000130733.11	4999	122.5
ENSG00000236844.1	9499	258.5
ENSG00000196152.10	4499	488.0
ENSG00000100220.12	4499	51.5
ENSG00000099968.18	4499	246.0
ENSG00000288049.1	7999	187.0
ENSG00000232999.1	4999	99.5
ENSG00000166140.17	3999	92.0
ENSG00000276071.1	5499	90.0
ENSG00000288906.1	4999	243.0
ENSG00000134575.13	4999	208.0
ENSG00000125910.6	3999	59.5
ENSG00000168126.3	6499	145.0
ENSG00000182247.11	6499	103.0
ENSG00000234076.2	4499	41.0
ENSG00000104147.9	23999	694.5
ENSG00000115839.19	9499	178.0
ENSG00000288818.1	3999	77.5
ENSG00000185404.17	4499	68.0
ENSG00000230453.11	5499	117.0
ENSG00000099954.19	3999	39.0
ENSG00000289155.2	5999	108.5
ENSG00000135679.27	4999	70.5
ENSG00000229267.3	3999	39.0
ENSG00000141027.23	4999	301.5
ENSG00000270141.3	3999	67.0
ENSG00000161664.7	12999	452.0
ENSG00000291008.1	4499	65.0
ENSG00000197798.9	4499	144.0
ENSG00000186765.12	4999	60.0
ENSG00000122566.22	10999	381.0
ENSG00000156587.16	9999	277.0
ENSG00000167114.13	3999	80.5
ENSG00000132554.21	5499	102.5
ENSG00000284602.1	4499	101.5
ENSG00000135446.17	4499	75.5
ENSG00000270804.2	4999	63.5
ENSG00000105246.6	8999	315.0
ENSG00000289421.1	9999	213.0
ENSG00000139971.15	6499	79.5
ENSG00000278948.1	3999	72.5
ENSG00000154310.17	4499	50.5
ENSG00000131495.9	6999	238.5
ENSG00000186532.12	6499	548.0
ENSG00000131931.8	3999	87.5
ENSG00000136861.19	5999	78.5
ENSG00000259539.1	3999	72.5
ENSG00000261096.1	4499	117.0
ENSG00000232104.5	4499	82.0
ENSG00000152439.13	7499	213.0
ENSG00000116903.7	3999	58.0
ENSG00000271555.1	5999	182.5
ENSG00000119509.13	5499	131.0
ENSG00000178057.15	6499	138.0
ENSG00000100445.18	3999	62.5
ENSG00000131378.14	3999	38.0
ENSG00000197451.12	6499	133.0
ENSG00000143344.16	6999	118.5
ENSG00000263080.1	3999	54.0
ENSG00000273162.1	5499	567.5
ENSG00000242444.4	4999	88.0
ENSG00000184988.8	4999	71.5
ENSG00000177963.15	5499	60.5
ENSG00000188229.6	3999	67.0
ENSG00000185238.13	4999	67.0
ENSG00000136930.13	5999	98.0
ENSG00000137073.24	5499	100.5
ENSG00000266933.2	7999	1936.0
ENSG00000286013.1	4999	83.0
ENSG00000176933.5	3999	61.5
ENSG00000138303.19	3999	51.5
ENSG00000028116.18	3999	143.0
ENSG00000152556.17	8999	182.5
ENSG00000171503.13	3999	67.5
ENSG00000140941.14	3999	78.0
ENSG00000171824.14	3999	46.5
ENSG00000277895.1	4499	134.5
ENSG00000236352.1	3999	34.0
ENSG00000119401.11	5999	71.0
ENSG00000005812.11	3999	168.5
ENSG00000132475.10	4999	55.5
ENSG00000273983.2	4999	86.0
ENSG00000222806.1	5499	171.0
ENSG00000287733.1	9499	489.5
ENSG00000289015.1	4999	189.5
ENSG00000175467.15	5999	91.5
ENSG00000121931.16	4499	83.0
ENSG00000158195.11	8999	177.0
ENSG00000203993.7	5499	136.5
ENSG00000134108.14	3999	40.5
ENSG00000239335.4	3999	73.0
ENSG00000092203.15	6499	83.5
ENSG00000180626.10	5499	57.0
ENSG00000261520.5	4499	56.5
ENSG00000119689.15	8999	175.5
ENSG00000101109.13	12499	384.5
ENSG00000100416.15	3999	166.0
ENSG00000254418.1	5499	158.0
ENSG00000137054.16	10601	313.0
ENSG00000273542.2	5499	92.0
ENSG00000131153.9	4499	64.0
ENSG00000112679.15	8999	215.0
ENSG00000267106.9	9499	439.0
ENSG00000271991.3	5499	118.0
ENSG00000121766.16	7999	114.5
ENSG00000137496.19	9499	170.0
ENSG00000178567.8	12999	318.5
ENSG00000135250.17	4999	85.5
ENSG00000289031.1	4499	117.5
ENSG00000133805.16	4999	84.0
ENSG00000053372.5	4999	256.0
ENSG00000273176.1	3999	50.0
ENSG00000279699.1	3999	61.0
ENSG00000105640.13	7499	126.5
ENSG00000272672.1	3999	97.5
ENSG00000163521.16	4999	81.0
ENSG00000119408.17	5999	347.5
ENSG00000115282.21	7499	242.0
ENSG00000188986.9	3999	86.5
ENSG00000121594.12	7999	363.0
ENSG00000115486.13	3999	140.0
ENSG00000172543.9	3999	32.5
ENSG00000180329.14	6999	105.5
ENSG00000197885.11	6999	131.5
ENSG00000226779.1	5499	86.5
ENSG00000111305.19	5999	142.0
ENSG00000120949.15	4999	79.0
ENSG00000267691.1	5499	84.0
ENSG00000230530.2	12999	289.5
ENSG00000186638.17	4999	91.0
ENSG00000167112.10	5499	180.0
ENSG00000107745.20	9499	123.0
ENSG00000130429.16	4999	92.5
ENSG00000132300.19	10999	176.0
ENSG00000136436.15	7999	660.0
ENSG00000276292.1	3999	147.0
ENSG00000149657.20	7499	425.0
ENSG00000271936.1	4499	79.5
ENSG00000121774.18	4499	105.5
ENSG00000141580.16	5999	149.0
ENSG00000136888.8	5999	199.5
ENSG00000250155.3	4499	92.0
ENSG00000127191.18	7499	153.5
ENSG00000224950.2	5999	77.0
ENSG00000257702.5	3999	87.5
ENSG00000260398.1	3999	40.0
