ID	Length	WT_09.Aligned.sortedByCoord.out
ENSG00000197841.15	8499	105.0
ENSG00000163257.11	7999	451.5
ENSG00000105607.13	19499	787.0
ENSG00000117481.11	12999	272.0
ENSG00000267405.1	6499	148.0
ENSG00000125835.20	4999	58.5
ENSG00000197111.16	9999	651.5
ENSG00000134490.14	3999	34.0
ENSG00000224066.1	18499	342.0
ENSG00000136816.16	11499	489.0
ENSG00000293495.1	4499	128.5
ENSG00000132912.13	6499	168.0
ENSG00000229273.1	4499	112.5
ENSG00000137822.13	4999	49.5
ENSG00000187987.10	3999	75.0
ENSG00000155827.12	14499	262.0
ENSG00000072121.17	8499	157.0
ENSG00000178057.15	5999	289.0
ENSG00000273542.2	10499	322.0
ENSG00000277411.1	8499	99.5
ENSG00000135002.12	4999	61.5
ENSG00000080839.12	16499	617.0
ENSG00000256249.1	4499	64.0
ENSG00000156384.15	7999	149.5
ENSG00000100767.17	11999	171.0
ENSG00000201469.1	6499	75.0
ENSG00000087302.9	4999	230.0
ENSG00000286546.1	6499	102.0
ENSG00000089094.20	9999	206.5
ENSG00000173875.14	3999	26.5
ENSG00000124587.14	4499	108.0
ENSG00000256314.1	10999	203.0
ENSG00000218739.10	16499	564.0
ENSG00000049541.11	3999	55.5
ENSG00000132773.12	17499	511.5
ENSG00000106665.16	4999	107.0
ENSG00000258441.1	6499	550.5
ENSG00000136059.16	6999	121.5
ENSG00000092931.12	8499	195.0
ENSG00000110583.13	4999	58.5
ENSG00000197238.5	7999	3571.0
ENSG00000163660.12	15499	629.0
ENSG00000116560.12	7499	471.0
ENSG00000269194.1	3999	52.5
ENSG00000170222.12	3999	54.5
ENSG00000116903.7	9499	293.5
ENSG00000260105.7	6499	77.5
ENSG00000101473.17	4499	137.5
ENSG00000213339.9	4499	74.5
ENSG00000278948.1	6999	383.0
ENSG00000290812.1	8999	105.0
ENSG00000112812.16	8499	165.0
ENSG00000197153.5	4499	167.0
ENSG00000116874.12	15999	229.5
ENSG00000167721.11	4499	77.5
ENSG00000233912.1	9999	175.5
ENSG00000271643.2	4499	38.0
ENSG00000177963.15	16999	821.0
ENSG00000280277.1	6999	75.0
ENSG00000131931.8	3999	200.0
ENSG00000256811.1	4999	38.5
ENSG00000160305.18	3999	73.5
ENSG00000136867.11	11999	168.0
ENSG00000261320.1	10999	205.0
ENSG00000134253.10	4499	38.0
ENSG00000145494.12	14499	928.0
ENSG00000158079.16	3999	78.0
ENSG00000159720.13	6499	148.5
ENSG00000165802.23	5499	377.5
ENSG00000239039.1	3999	151.5
ENSG00000207020.1	4999	48.0
ENSG00000086065.14	5499	183.5
ENSG00000240043.1	4999	101.0
ENSG00000288906.1	10499	754.0
ENSG00000213672.8	5999	83.5
ENSG00000180098.9	12499	885.0
ENSG00000227070.2	8499	90.5
ENSG00000166135.14	9999	203.0
ENSG00000094804.12	4499	88.5
ENSG00000198551.10	8499	134.0
ENSG00000108639.8	11499	349.5
ENSG00000120137.7	4999	72.5
ENSG00000223935.3	14499	277.5
ENSG00000279569.1	3999	34.5
ENSG00000228544.1	10499	299.0
ENSG00000156735.11	11499	291.5
ENSG00000100941.9	10499	156.0
ENSG00000204160.12	5499	162.5
ENSG00000100445.18	5499	175.0
ENSG00000137073.24	30999	962.0
ENSG00000263961.8	7499	101.0
ENSG00000275709.1	5999	142.5
ENSG00000130363.13	14499	235.0
ENSG00000100138.15	5499	57.0
ENSG00000007080.11	3999	118.5
ENSG00000156587.16	20499	922.5
ENSG00000182400.15	9999	227.0
ENSG00000133112.17	17999	341.5
ENSG00000270577.1	4999	43.5
ENSG00000272842.1	14999	1133.0
ENSG00000167981.7	3999	33.5
ENSG00000262831.1	4999	49.0
ENSG00000116691.11	22999	1530.0
ENSG00000202089.1	8999	149.5
ENSG00000164253.14	4999	52.5
ENSG00000079263.19	4499	49.5
ENSG00000266978.1	3999	72.0
ENSG00000260350.1	5499	70.5
ENSG00000068724.18	6499	194.0
ENSG00000165282.15	12999	243.5
ENSG00000086102.19	4499	42.0
ENSG00000202569.4	4499	38.0
ENSG00000265558.1	15499	388.5
ENSG00000267106.9	14999	1252.5
ENSG00000068079.8	7499	165.0
ENSG00000174173.7	4499	41.0
ENSG00000108788.12	4499	64.0
ENSG00000287265.1	25499	1701.5
ENSG00000125450.11	5999	86.5
ENSG00000145022.5	39499	898.0
ENSG00000106153.13	3999	119.0
ENSG00000267420.1	5499	92.5
ENSG00000232803.1	8999	204.0
ENSG00000214975.4	5999	74.0
ENSG00000252026.1	4499	76.0
ENSG00000046651.16	5999	135.5
ENSG00000168259.17	11499	723.0
ENSG00000115677.18	8499	315.5
ENSG00000197044.11	27499	849.0
ENSG00000289393.1	21499	403.0
ENSG00000257056.3	4999	71.0
ENSG00000140807.7	23999	466.5
ENSG00000031691.7	4999	133.0
ENSG00000242444.4	5499	113.0
ENSG00000259712.1	4499	101.0
ENSG00000168228.16	3999	79.5
ENSG00000126266.4	4999	503.5
ENSG00000142676.14	26499	715.5
ENSG00000125534.10	11999	1195.0
ENSG00000103591.13	6499	73.0
ENSG00000121931.16	20320	502.0
ENSG00000122692.9	11999	284.0
ENSG00000144674.19	3999	42.0
ENSG00000100664.11	8499	119.5
ENSG00000130347.13	19499	323.0
ENSG00000262213.1	5999	110.5
ENSG00000137713.16	11999	177.0
ENSG00000100490.10	3999	38.0
ENSG00000183808.12	13999	874.5
ENSG00000232104.5	8499	151.5
ENSG00000116649.10	4499	142.5
ENSG00000130522.6	4999	65.5
ENSG00000082641.16	10499	190.0
ENSG00000162139.10	6499	74.5
ENSG00000289526.2	6499	87.5
ENSG00000011454.18	18999	448.0
ENSG00000038210.14	6999	110.5
ENSG00000137076.22	3999	172.5
ENSG00000266099.1	6499	204.5
ENSG00000259732.1	13499	340.5
ENSG00000197728.11	8999	153.0
ENSG00000166391.15	7999	110.0
ENSG00000271976.1	3999	50.5
ENSG00000169684.13	7499	139.0
ENSG00000203995.11	7499	177.0
ENSG00000162676.13	4499	107.5
ENSG00000289018.2	4499	111.5
ENSG00000254771.1	4999	40.0
ENSG00000184937.16	3999	89.0
ENSG00000180902.18	4499	53.0
ENSG00000092203.15	10499	310.5
ENSG00000259953.2	4499	78.0
ENSG00000153487.13	4999	192.0
ENSG00000252796.1	6999	92.0
ENSG00000138326.21	3999	49.5
ENSG00000289972.1	6999	79.0
ENSG00000222800.1	8499	209.5
ENSG00000101310.17	5999	447.0
ENSG00000123219.13	17499	557.5
ENSG00000135250.17	14499	331.5
ENSG00000125970.12	16499	262.5
ENSG00000161980.6	10999	418.5
ENSG00000077238.14	5999	107.5
ENSG00000126870.16	4999	160.5
ENSG00000261240.1	5499	53.5
ENSG00000164088.18	14999	254.0
ENSG00000161920.11	3999	83.0
ENSG00000122566.22	14999	1305.5
ENSG00000285801.1	3999	56.0
ENSG00000132600.18	3999	58.0
ENSG00000261221.5	3999	41.5
ENSG00000171262.11	31499	682.0
ENSG00000109270.13	10499	338.0
ENSG00000275221.2	4499	137.0
ENSG00000280046.1	10499	143.5
ENSG00000229162.1	4499	140.5
ENSG00000170037.14	12201	386.0
ENSG00000100416.15	3999	546.0
ENSG00000000938.13	6499	53.0
ENSG00000180346.5	7999	62.0
ENSG00000197798.9	4499	336.0
ENSG00000269982.1	6499	91.0
ENSG00000225945.1	3999	93.5
ENSG00000178999.13	4999	86.5
ENSG00000159884.12	4499	103.5
ENSG00000261766.1	8999	287.0
ENSG00000288670.1	5499	63.5
ENSG00000115282.21	7499	973.5
ENSG00000258159.1	4999	70.0
ENSG00000243155.1	22999	495.0
ENSG00000201659.1	11999	365.5
ENSG00000185947.15	10499	305.0
ENSG00000252074.1	3999	76.0
ENSG00000159579.14	4999	99.5
ENSG00000259494.2	7999	69.0
ENSG00000221806.1	3999	55.0
ENSG00000162191.14	3999	62.5
ENSG00000286990.1	11999	182.5
ENSG00000101367.9	8499	178.0
ENSG00000167604.15	7999	164.5
ENSG00000176953.13	6999	251.0
ENSG00000196357.12	6999	95.5
ENSG00000162066.16	6499	164.0
ENSG00000125257.16	5499	78.0
ENSG00000172943.21	6499	203.5
ENSG00000287077.1	4499	61.0
ENSG00000188229.6	11499	638.5
ENSG00000203472.3	7499	132.0
ENSG00000154258.17	4499	48.0
ENSG00000274135.1	8499	135.0
ENSG00000115808.13	3999	45.5
ENSG00000271361.1	3999	129.0
ENSG00000151503.14	12999	479.5
ENSG00000143776.20	7499	261.5
ENSG00000236352.1	3999	49.5
ENSG00000287600.1	3999	48.5
ENSG00000041880.15	6499	86.0
ENSG00000056586.16	3999	132.5
ENSG00000226659.2	12499	291.0
ENSG00000170144.22	41499	1806.0
ENSG00000288818.1	13999	1414.0
ENSG00000139668.9	6499	85.5
ENSG00000010310.9	4999	77.5
ENSG00000198355.5	6999	129.0
ENSG00000012048.25	6999	72.0
ENSG00000132436.13	25999	817.5
ENSG00000215795.2	7499	95.0
ENSG00000167114.13	9499	236.5
ENSG00000151532.15	8999	192.5
ENSG00000107551.21	4999	59.5
ENSG00000112599.9	6499	67.0
ENSG00000133818.14	20575	540.0
ENSG00000119401.11	13999	541.5
ENSG00000136731.13	3999	154.0
ENSG00000275638.1	13499	248.5
ENSG00000228474.6	18043	509.0
ENSG00000185896.11	6499	185.0
ENSG00000271022.1	11499	180.5
ENSG00000236607.3	7499	120.5
ENSG00000121390.19	7499	293.5
ENSG00000125726.11	4999	139.0
ENSG00000185404.17	4499	148.5
ENSG00000165983.15	3999	52.5
ENSG00000214087.9	16499	676.5
ENSG00000289985.1	3999	89.0
ENSG00000277895.1	5499	313.0
ENSG00000274695.1	12499	245.0
ENSG00000291174.1	5499	76.5
ENSG00000061656.11	15499	284.5
ENSG00000233223.5	7999	1840.0
ENSG00000173726.11	5499	97.0
ENSG00000161204.12	5499	94.5
ENSG00000268912.1	7999	247.5
ENSG00000291008.1	4499	286.0
ENSG00000124713.6	6999	272.0
ENSG00000269106.1	6499	79.0
ENSG00000185515.16	5499	58.5
ENSG00000160392.14	4999	109.0
ENSG00000082516.9	7499	127.0
ENSG00000206980.1	7999	74.0
ENSG00000086061.16	12499	817.0
ENSG00000185298.13	4499	37.0
ENSG00000286196.1	3999	68.0
ENSG00000105875.15	9999	281.5
ENSG00000241258.7	11999	348.5
ENSG00000075131.10	3999	106.5
ENSG00000198380.13	8499	78.5
ENSG00000228863.8	6999	156.0
ENSG00000197815.4	9999	311.0
ENSG00000234444.10	8999	124.5
ENSG00000007384.15	7499	159.5
ENSG00000167555.14	3999	51.5
ENSG00000235204.1	3999	96.5
ENSG00000196743.9	3999	57.0
ENSG00000180089.6	12499	680.0
ENSG00000226212.2	4999	94.5
ENSG00000259421.1	13499	698.5
ENSG00000068001.14	15999	376.5
ENSG00000226721.2	5499	95.5
ENSG00000081386.13	7499	102.5
ENSG00000258890.8	9999	454.5
ENSG00000198171.13	7499	164.5
ENSG00000155744.10	14499	441.0
ENSG00000265565.1	3999	69.0
ENSG00000235381.1	6499	84.0
ENSG00000189180.16	4999	81.0
ENSG00000070061.16	11999	156.0
ENSG00000273226.1	4999	263.0
ENSG00000279613.1	10499	654.5
ENSG00000287494.1	6999	61.5
ENSG00000224367.7	4499	96.0
ENSG00000049089.15	4999	46.5
ENSG00000253824.2	6499	141.0
ENSG00000164163.11	10499	140.5
ENSG00000239407.5	11499	284.0
ENSG00000289357.1	6499	258.5
ENSG00000229203.1	8999	299.0
ENSG00000258701.1	5999	102.0
ENSG00000286873.1	13499	1010.5
ENSG00000125733.18	4499	66.0
ENSG00000125779.24	5499	58.0
ENSG00000128272.18	4499	50.0
ENSG00000105656.13	3999	117.0
ENSG00000286362.1	10499	146.5
ENSG00000155256.18	4999	64.0
ENSG00000090661.12	3999	150.5
ENSG00000224950.2	5999	181.5
ENSG00000137185.13	5499	84.0
ENSG00000138303.19	3999	84.0
ENSG00000165699.15	12999	541.5
ENSG00000120949.15	15999	488.5
ENSG00000136868.11	7999	202.5
ENSG00000092871.17	10499	179.0
ENSG00000121957.15	4499	88.0
ENSG00000186638.17	6499	190.0
ENSG00000262343.1	14999	3428.0
ENSG00000112339.15	5499	57.0
ENSG00000222202.1	5999	79.0
ENSG00000233993.1	8499	142.5
ENSG00000284602.1	10999	368.0
ENSG00000287502.1	10999	293.0
ENSG00000077150.21	6499	141.0
ENSG00000136827.12	5999	92.5
ENSG00000123268.9	9999	1007.5
ENSG00000270542.1	11499	114.0
ENSG00000184445.12	4499	55.0
ENSG00000269821.2	4499	52.5
ENSG00000069329.19	5999	104.5
ENSG00000293104.1	16499	342.0
ENSG00000188868.14	35499	779.5
ENSG00000125347.15	21999	510.0
